Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PRKX	ENST00000262848.5	protein kinase, X-linked 	12	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0167	0.1199	0.7225	-0.15	-0.15	< 0.1	NULL
SLFN11	ENST00000308377.4	schlafen family member 11 	402	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0058	0.0414	0.2587	-0.15	-0.26	< 0.1	NULL
PATL1	ENST00000300146.9	protein associated with topoisomerase II homolog 1 (yeast) 	703	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0078	0.0563	0.3599	-0.15	-0.16	< 0.1	NULL
ZNF710	ENST00000268154.4	zinc finger protein 710 	5	1	0	1	0	0	0	0	0	2	hsa-miR-199a-3p	0.0161	0.1129	0.6135	-0.15	-0.15	0.44	NULL
HIST1H2BF	ENST00000359985.1	histone cluster 1, H2bf 	16	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0084	0.0591	0.3331	-0.15	-0.15	< 0.1	NULL
C7orf60	ENST00000297145.4	chromosome 7 open reading frame 60 	39	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0116	0.0833	0.5108	-0.15	-0.15	< 0.1	NULL
MIS18A	ENST00000290130.3	MIS18 kinetochore protein homolog A (S. pombe) 	546	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0080	0.0576	0.3584	-0.15	-0.15	< 0.1	NULL
KCNS2	ENST00000287042.4	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0089	0.0624	0.3296	-0.15	-0.15	0.19	NULL
LMAN2	ENST00000515209.1	lectin, mannose-binding 2 	2441	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0029	0.0213	0.1403	-0.15	-0.15	< 0.1	NULL
DAZAP1	ENST00000336761.6	DAZ associated protein 1 	3500	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0085	0.0583	0.2807	-0.15	-0.21	0.54	NULL
ACBD7	ENST00000356189.5	acyl-CoA binding domain containing 7 	34	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0069	0.0495	0.3030	-0.15	-0.17	< 0.1	NULL
AKAP2	ENST00000374525.1	A kinase (PRKA) anchor protein 2 	1287	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0215	0.1399	0.5532	-0.15	-0.15	< 0.1	NULL
LANCL3	ENST00000378621.3	LanC lantibiotic synthetase component C-like 3 (bacterial) 	15	0	0	0	0	4*	1	2	0	0	hsa-miR-199a-3p	0.0363	0.2198	0.7796	-0.15	-0.48	< 0.1	NULL
ARHGEF2	ENST00000368315.4	Rho/Rac guanine nucleotide exchange factor (GEF) 2 	313	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0090	0.0641	0.3836	-0.14	-0.14	0.65	NULL
AC006455.1	ENST00000456890.1		5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0082	0.0578	0.3236	-0.14	-0.14	< 0.1	NULL
KLK10	ENST00000309958.3	kallikrein-related peptidase 10 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0051	0.0370	0.2282	-0.14	-0.14	< 0.1	NULL
RNF5	ENST00000427134.2	ring finger protein 5, E3 ubiquitin protein ligase 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0046	0.0329	0.2007	-0.14	-0.14	< 0.1	NULL
ASAH2B	ENST00000374007.1	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0074	0.0529	0.3268	-0.14	-0.14	< 0.1	NULL
EGLN3	ENST00000250457.3	egl-9 family hypoxia-inducible factor 3 	71	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0230	0.1500	-0.14	-0.15	< 0.1	NULL
C9orf78	ENST00000372447.3	chromosome 9 open reading frame 78 	1483	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0030	0.0219	0.1429	-0.14	-0.14	< 0.1	NULL
CSNK1A1	ENST00000261798.5	casein kinase 1, alpha 1 	769	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0215	0.1460	0.7378	-0.14	-0.26	0.70	NULL
DDI1	ENST00000302259.3	DNA-damage inducible 1 homolog 1 (S. cerevisiae) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0058	0.0411	0.2403	-0.14	-0.14	< 0.1	NULL
KRT73	ENST00000305748.3	keratin 73 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0038	0.0277	0.1762	-0.14	-0.14	< 0.1	NULL
PDCD1LG2	ENST00000397745.2	programmed cell death 1 ligand 2 	64	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0038	0.0274	0.1723	-0.14	-0.14	< 0.1	NULL
KCTD4	ENST00000379108.1	potassium channel tetramerization domain containing 4 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0049	0.0352	0.2197	-0.14	-0.14	< 0.1	NULL
PDP1	ENST00000396200.3	pyruvate dehyrogenase phosphatase catalytic subunit 1 	285	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0160	0.1125	0.6245	-0.14	-0.14	< 0.1	NULL
METTL16	ENST00000263092.6	methyltransferase like 16 	8	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0116	0.0800	0.4039	-0.14	-0.14	< 0.1	NULL
ZNF660	ENST00000322734.2	zinc finger protein 660 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0140	0.0969	0.4976	-0.14	-0.14	< 0.1	NULL
TBC1D12	ENST00000225235.4	TBC1 domain family, member 12 	172	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0129	0.0890	0.4476	-0.14	-0.28	< 0.1	NULL
MRPL30	ENST00000338148.3	mitochondrial ribosomal protein L30 	246	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0045	0.0325	0.2105	-0.14	-0.15	< 0.1	NULL
C2orf15	ENST00000512183.2	chromosome 2 open reading frame 15 	246	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0045	0.0325	0.2105	-0.14	-0.15	< 0.1	NULL
ZFYVE21	ENST00000216602.6	zinc finger, FYVE domain containing 21 	718	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0021	0.0154	0.1037	-0.14	-0.14	< 0.1	NULL
TMEM245	ENST00000374586.3	transmembrane protein 245 	1320	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0240	0.1690	0.9355	-0.14	-0.15	0.29	NULL
SERF2	ENST00000600633.1	small EDRK-rich factor 2 	5939	0	0	0	0	2	0	2	0	1	hsa-miR-199a-3p	0.0052	0.0373	0.2224	-0.14	-0.59	< 0.1	NULL
UTRN	ENST00000367545.3	utrophin 	87	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0105	0.0746	0.4288	-0.14	-0.14	0.15	NULL
AC124890.1	ENST00000399333.3	HCG1774533, isoform CRA_a; PRO2268; Uncharacterized protein  	15	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0066	0.0473	0.2777	-0.14	-0.14	< 0.1	NULL
ZNF257	ENST00000594947.1	zinc finger protein 257 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0063	0.0454	0.2755	-0.14	-0.14	< 0.1	NULL
IRF2BPL	ENST00000238647.3	interferon regulatory factor 2 binding protein-like 	2145	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0041	0.0293	0.1826	-0.14	-0.14	< 0.1	NULL
MCOLN2	ENST00000370608.3	mucolipin 2 	39	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0066	0.0468	0.2660	-0.14	-0.14	< 0.1	NULL
TBC1D14	ENST00000448507.1	TBC1 domain family, member 14 	1583	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0098	0.0680	0.3513	-0.14	-0.14	< 0.1	NULL
C9orf64	ENST00000376344.3	chromosome 9 open reading frame 64 	126	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0056	0.0409	0.2645	-0.14	-0.15	< 0.1	NULL
SYTL5	ENST00000357972.5	synaptotagmin-like 5 	37	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0109	0.0772	0.4524	-0.14	-0.14	< 0.1	NULL
GCSAML	ENST00000366488.4	germinal center-associated, signaling and motility-like 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0055	0.0395	0.2372	-0.14	-0.14	< 0.1	NULL
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	1	0	1	0	1	1	0	0	1	hsa-miR-199a-3p	0.0175	0.1113	0.4602	-0.14	-0.57	0.57	NULL
EBF1	ENST00000313708.6	early B-cell factor 1 	42	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0179	0.1141	0.4336	-0.14	-0.24	0.71	NULL
RECK	ENST00000377966.3	reversion-inducing-cysteine-rich protein with kazal motifs 	10	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0136	0.0924	0.4293	-0.14	-0.14	< 0.1	NULL
APOL6	ENST00000409652.4	apolipoprotein L, 6 	5	0	0	0	0	2	1	1	0	1	hsa-miR-199a-3p	0.0693	0.4116	1.3378	-0.14	-0.14	< 0.1	NULL
METTL8	ENST00000375258.4	methyltransferase like 8 	124	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0102	0.0730	0.4309	-0.14	-0.14	< 0.1	NULL
CCDC91	ENST00000539107.1	coiled-coil domain containing 91 	215	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0031	0.0226	0.1459	-0.14	-0.14	< 0.1	NULL
AL591479.1	ENST00000594172.1	Uncharacterized protein  	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0034	0.0244	0.1601	-0.14	-0.14	< 0.1	NULL
SLCO1C1	ENST00000545604.1	solute carrier organic anion transporter family, member 1C1 	19	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0070	0.0500	0.3063	-0.14	-0.14	< 0.1	NULL
SHARPIN	ENST00000398712.2	SHANK-associated RH domain interactor 	1616	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0007	0.0054	0.0385	-0.14	-0.14	< 0.1	NULL
SPATA17	ENST00000366933.4	spermatogenesis associated 17 	12	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0184	0.1216	0.5522	-0.14	-0.36	< 0.1	NULL
AC007375.1	ENST00000600936.1	Uncharacterized protein; cDNA FLJ43210 fis, clone FEBRA2020582  	7	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0115	0.0810	0.4440	-0.14	-0.16	< 0.1	NULL
SLC4A5	ENST00000423644.1	solute carrier family 4 (sodium bicarbonate cotransporter), member 5 	6	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0156	0.1094	0.6009	-0.14	-0.14	< 0.1	NULL
SPTLC2	ENST00000216484.2	serine palmitoyltransferase, long chain base subunit 2 	95	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0128	0.0892	0.4722	-0.14	-0.15	0.48	NULL
MMP2	ENST00000219070.4	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) 	2187	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0049	0.0350	0.2113	-0.14	-0.14	< 0.1	NULL
FGF1	ENST00000360966.5	fibroblast growth factor 1 (acidic) 	88	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0030	0.0220	0.1487	-0.14	-0.23	< 0.1	NULL
PLCE1	ENST00000371380.3	phospholipase C, epsilon 1 	7	1	0	0	1	0	0	0	0	1	hsa-miR-199a-3p	0.0302	0.2000	0.9013	-0.14	-0.14	0.66	NULL
GNAL	ENST00000334049.6	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type 	99	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0100	0.0717	0.4274	-0.14	-0.14	< 0.1	NULL
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0205	0.1408	0.7158	-0.14	-0.14	< 0.1	NULL
SLC13A1	ENST00000194130.2	solute carrier family 13 (sodium/sulfate symporter), member 1 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0069	0.0494	0.2901	-0.14	-0.14	< 0.1	NULL
ATP9B	ENST00000426216.2	ATPase, class II, type 9B 	186	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0083	0.0588	0.3352	-0.14	-0.15	< 0.1	NULL
EPG5	ENST00000282041.5	ectopic P-granules autophagy protein 5 homolog (C. elegans) 	269	1	1	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0397	0.2435	0.9638	-0.14	-0.28	0.22	NULL
CREBL2	ENST00000228865.2	cAMP responsive element binding protein-like 2 	218	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0064	0.0467	0.3047	-0.14	-0.19	< 0.1	NULL
NMNAT1	ENST00000377205.1	nicotinamide nucleotide adenylyltransferase 1 	72	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0176	0.1169	0.4945	-0.14	-0.14	< 0.1	NULL
PRPF40A	ENST00000410080.1	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae) 	459	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0151	0.0980	0.4576	-0.14	-0.39	< 0.1	NULL
NRG1	ENST00000341377.5	neuregulin 1 	113	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0065	0.0468	0.2936	-0.14	-0.14	< 0.1	NULL
PPP1R3E	ENST00000452015.4	protein phosphatase 1, regulatory subunit 3E 	77	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0114	0.0787	0.3960	-0.14	-0.14	< 0.1	NULL
ZBTB6	ENST00000373659.3	zinc finger and BTB domain containing 6 	55	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0093	0.0673	0.4278	-0.14	-0.17	< 0.1	NULL
MTIF2	ENST00000403721.1	mitochondrial translational initiation factor 2 	21	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0068	0.0487	0.3028	-0.14	-0.21	< 0.1	NULL
SLAMF8	ENST00000289707.5	SLAM family member 8 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0101	0.0715	0.4146	-0.14	-0.14	< 0.1	NULL
KRT78	ENST00000359499.4	keratin 78 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0117	0.0812	0.4262	-0.14	-0.14	< 0.1	NULL
ZNF776	ENST00000317178.5	zinc finger protein 776 	1447	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0140	0.0949	0.4364	-0.14	-0.14	< 0.1	NULL
NTNG1	ENST00000370067.1	netrin G1 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0097	0.0677	0.3660	-0.14	-0.14	< 0.1	NULL
ELAC1	ENST00000269466.3	elaC ribonuclease Z 1 	7	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0074	0.0535	0.3294	-0.14	-0.14	< 0.1	NULL
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0362	0.2189	0.7093	-0.14	-0.14	0.86	NULL
DNAJA4	ENST00000394855.3	DnaJ (Hsp40) homolog, subfamily A, member 4 	24	0	0	0	0	2	0	2	0	1	hsa-miR-199a-3p	0.0090	0.0624	0.3117	-0.14	-0.44	< 0.1	NULL
CAPZA1	ENST00000263168.3	capping protein (actin filament) muscle Z-line, alpha 1 	1159	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0069	0.0497	0.3032	-0.14	-0.14	< 0.1	NULL
ZNF208	ENST00000397126.4	zinc finger protein 208 	0	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0252	0.1754	0.9614	-0.14	-0.14	< 0.1	NULL
ZNF674	ENST00000523374.1	zinc finger protein 674 	7	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0128	0.0877	0.4265	-0.14	-0.14	< 0.1	NULL
ASB8	ENST00000317697.3	ankyrin repeat and SOCS box containing 8 	70	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0061	0.0429	0.2395	-0.14	-0.27	< 0.1	NULL
TIA1	ENST00000433529.2	TIA1 cytotoxic granule-associated RNA binding protein 	1370	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0119	0.0763	0.2971	-0.14	-0.33	< 0.1	NULL
USP8	ENST00000396444.3	ubiquitin specific peptidase 8 	109	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0128	0.0887	0.4548	-0.14	-0.16	< 0.1	NULL
PPAP2B	ENST00000371250.3	phosphatidic acid phosphatase type 2B 	81	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0064	0.0453	0.2597	-0.14	-0.14	0.82	NULL
CILP	ENST00000261883.4	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0118	0.0811	0.3946	-0.14	-0.14	< 0.1	NULL
FSHB	ENST00000417547.1	follicle stimulating hormone, beta polypeptide 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0029	0.0210	0.1486	-0.14	-0.14	< 0.1	NULL
MALL	ENST00000272462.2	mal, T-cell differentiation protein-like 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0034	0.0245	0.1568	-0.14	-0.14	< 0.1	NULL
EIF3J	ENST00000261868.5	eukaryotic translation initiation factor 3, subunit J 	1646	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0058	0.0416	0.2624	-0.14	-0.14	< 0.1	NULL
TMEM261	ENST00000358227.4	transmembrane protein 261 	61	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0057	0.0409	0.2450	-0.14	-0.20	< 0.1	NULL
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0103	0.0733	0.4273	-0.14	-0.26	< 0.1	NULL
RNF19A	ENST00000519449.1	ring finger protein 19A, RBR E3 ubiquitin protein ligase 	1674	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0136	0.0965	0.5608	-0.14	-0.14	0.11	NULL
TLE2	ENST00000591529.1	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila) 	29	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0014	0.0100	0.0693	-0.14	-0.14	< 0.1	NULL
MURC	ENST00000307584.5	muscle-related coiled-coil protein 	75	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0059	0.0428	0.2665	-0.14	-0.14	< 0.1	NULL
MEGF11	ENST00000360698.4	multiple EGF-like-domains 11 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0064	0.0467	0.3090	-0.13	-0.14	< 0.1	NULL
GSG2	ENST00000325418.4	germ cell associated 2 (haspin) 	393	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0073	0.0519	0.3121	-0.13	-0.14	< 0.1	NULL
PRMT6	ENST00000370078.1	protein arginine methyltransferase 6 	270	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0055	0.0395	0.2330	-0.13	-0.13	< 0.1	NULL
PEX5L	ENST00000467460.1	peroxisomal biogenesis factor 5-like 	5	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0206	0.1435	0.7698	-0.13	-0.13	< 0.1	NULL
FOXA2	ENST00000419308.2	forkhead box A2 	1207	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0044	0.0319	0.1956	-0.13	-0.13	< 0.1	NULL
ZNF680	ENST00000447137.2	zinc finger protein 680 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0054	0.0379	0.2129	-0.13	-0.18	< 0.1	NULL
MAP1LC3B	ENST00000268607.5	microtubule-associated protein 1 light chain 3 beta 	18	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0035	0.0259	0.1751	-0.13	-0.16	< 0.1	NULL
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	1	0	1	0	0	0	0	0	2	hsa-miR-199a-3p	0.0225	0.1525	0.7413	-0.13	-0.16	0.74	NULL
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0208	0.1364	0.5602	-0.13	-0.14	< 0.1	NULL
ITK	ENST00000422843.3	IL2-inducible T-cell kinase 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0115	0.0804	0.4212	-0.13	-0.13	0.37	NULL
ZBTB21	ENST00000398505.3	zinc finger and BTB domain containing 21 	802	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0145	0.1028	0.5951	-0.13	-0.14	< 0.1	NULL
PHF16	ENST00000397189.1	PHD finger protein 16 	95	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0147	0.1054	0.6459	-0.13	-0.13	< 0.1	NULL
CTDSPL	ENST00000443503.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like 	372	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0087	0.0628	0.3856	-0.13	-0.15	< 0.1	NULL
ASAP2	ENST00000315273.4	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 	38	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0172	0.1147	0.5310	-0.13	-0.31	< 0.1	NULL
MTF2	ENST00000370298.4	metal response element binding transcription factor 2 	653	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0096	0.0672	0.3681	-0.13	-0.14	0.12	NULL
TXNDC16	ENST00000281741.4	thioredoxin domain containing 16 	508	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0209	0.1441	0.7421	-0.13	-0.13	< 0.1	NULL
KLHL6	ENST00000341319.3	kelch-like family member 6 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0174	0.1194	0.5878	-0.13	-0.13	< 0.1	NULL
CBL	ENST00000264033.4	Cbl proto-oncogene, E3 ubiquitin protein ligase 	309	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0208	0.1479	0.8716	-0.13	-0.13	< 0.1	NULL
CADPS	ENST00000383710.4	Ca++-dependent secretion activator 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0103	0.0713	0.3641	-0.13	-0.13	< 0.1	NULL
SGPL1	ENST00000373202.3	sphingosine-1-phosphate lyase 1 	105	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0218	0.1428	0.6017	-0.13	-0.16	< 0.1	NULL
PALM2-AKAP2	ENST00000374530.3	PALM2-AKAP2 readthrough 	1287	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0215	0.1399	0.5532	-0.13	-0.13	< 0.1	NULL
ALDH1B1	ENST00000377698.3	aldehyde dehydrogenase 1 family, member B1 	782	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0091	0.0643	0.3637	-0.13	-0.13	0.18	NULL
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	1	0	0	1	1	hsa-miR-199a-3p	0.0248	0.1739	0.9909	-0.13	-0.38	0.85	NULL
ARL6IP1	ENST00000304414.7	ADP-ribosylation factor-like 6 interacting protein 1 	25	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0052	0.0364	0.2016	-0.13	-0.24	< 0.1	NULL
PHLDA1	ENST00000602540.1	pleckstrin homology-like domain, family A, member 1 	3907	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0041	0.0295	0.1874	-0.13	-0.13	< 0.1	NULL
VPS9D1	ENST00000561976.1	VPS9 domain containing 1 	23	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0058	0.0421	0.2705	-0.13	-0.13	< 0.1	NULL
USP6	ENST00000332776.4	ubiquitin specific peptidase 6 (Tre-2 oncogene) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0146	0.0996	0.4821	-0.13	-0.13	< 0.1	NULL
ZMAT4	ENST00000315769.7	zinc finger, matrin-type 4 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0071	0.0518	0.3364	-0.13	-0.13	< 0.1	NULL
KIAA1191	ENST00000298569.4	KIAA1191 	23	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0068	0.0486	0.2967	-0.13	-0.18	< 0.1	NULL
PDE3B	ENST00000282096.4	phosphodiesterase 3B, cGMP-inhibited 	258	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0188	0.1314	0.7170	-0.13	-0.21	< 0.1	NULL
PATZ1	ENST00000405309.3	POZ (BTB) and AT hook containing zinc finger 1 	165	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0098	0.0679	0.3499	-0.13	-0.13	0.30	NULL
PARD3B	ENST00000406610.2	par-3 family cell polarity regulator beta 	38	0	0	0	0	2	0	2	0	2	hsa-miR-199a-3p	0.0386	0.2579	1.1747	-0.13	-0.13	< 0.1	NULL
UGT2A2	ENST00000457664.2	UDP glucuronosyltransferase 2 family, polypeptide A2 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0041	0.0296	0.1883	-0.13	-0.13	< 0.1	NULL
TRPM8	ENST00000324695.4	transient receptor potential cation channel, subfamily M, member 8 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0145	0.1043	0.6406	-0.13	-0.13	< 0.1	NULL
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0152	0.1061	0.5670	-0.13	-0.14	0.36	NULL
MFSD4	ENST00000367147.4	major facilitator superfamily domain containing 4 	5	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0122	0.0876	0.5438	-0.13	-0.13	< 0.1	NULL
GMEB2	ENST00000370069.1	glucocorticoid modulatory element binding protein 2 	240	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0182	0.1258	0.6458	-0.13	-0.13	0.31	NULL
PRPS2	ENST00000380668.5	phosphoribosyl pyrophosphate synthetase 2 	739	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0114	0.0796	0.4182	-0.13	-0.13	< 0.1	NULL
CYP2U1	ENST00000332884.6	cytochrome P450, family 2, subfamily U, polypeptide 1 	202	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0124	0.0891	0.5651	-0.13	-0.13	< 0.1	NULL
