Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SLC33A1	ENST00000392845.3	solute carrier family 33 (acetyl-CoA transporter), member 1 	145	2	0	0	2	2	hsa-miR-100-3p				-0.12	-0.13	N/A
COL13A1	ENST00000398974.3	collagen, type XIII, alpha 1 	628	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
AC093802.1	ENST00000407524.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZNF266	ENST00000361451.2	zinc finger protein 266 	16	1	0	1	0	2	hsa-miR-100-3p				-0.12	-0.19	N/A
RAB6C	ENST00000410061.2	RAB6C, member RAS oncogene family 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
CLEC12A	ENST00000355690.4	C-type lectin domain family 12, member A 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
CCBL2	ENST00000370485.2	cysteine conjugate-beta lyase 2 	409	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
LIPN	ENST00000404459.1	lipase, family member N 	0	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
LACC1	ENST00000325686.6	laccase (multicopper oxidoreductase) domain containing 1 	15	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FLI1	ENST00000527786.2	Fli-1 proto-oncogene, ETS transcription factor 	116	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
TMEM255A	ENST00000309720.5	transmembrane protein 255A 	113	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.12	N/A
IGF2BP1	ENST00000290341.3	insulin-like growth factor 2 mRNA binding protein 1 	460	2	0	1	1	0	hsa-miR-100-3p				-0.12	-0.16	N/A
USP53	ENST00000450251.1	ubiquitin specific peptidase 53 	300	2	0	0	2	0	hsa-miR-100-3p				-0.12	-0.20	N/A
CSMD1	ENST00000400186.3	CUB and Sushi multiple domains 1 	5	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.14	N/A
PIP4K2A	ENST00000376573.4	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha 	632	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FXR1	ENST00000357559.4	fragile X mental retardation, autosomal homolog 1 	434	3	0	2	1	1	hsa-miR-100-3p				-0.12	-0.17	N/A
ZNF132	ENST00000254166.3	zinc finger protein 132 	31	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.19	N/A
NBR1	ENST00000542611.1	neighbor of BRCA1 gene 1 	1982	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.13	N/A
ECI2	ENST00000380118.3	enoyl-CoA delta isomerase 2 	176	1	1	0	0	1	hsa-miR-100-3p				-0.12	-0.72	N/A
LRRTM4	ENST00000409911.1	leucine rich repeat transmembrane neuronal 4 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
MUC21	ENST00000376296.3	mucin 21, cell surface associated 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
SFTPA2	ENST00000372325.2	surfactant protein A2 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZNF850	ENST00000591344.1	zinc finger protein 850 	136	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
RPS6KB1	ENST00000225577.4	ribosomal protein S6 kinase, 70kDa, polypeptide 1 	16	2	0	1	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
IL18RAP	ENST00000264260.2	interleukin 18 receptor accessory protein 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FTO	ENST00000471389.1	fat mass and obesity associated 	240	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
SIPA1L2	ENST00000366630.1	signal-induced proliferation-associated 1 like 2 	182	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.13	N/A
TMEM167A	ENST00000502346.1	transmembrane protein 167A 	1029	3	1	1	1	1	hsa-miR-100-3p				-0.12	-0.92	N/A
SLC38A1	ENST00000398637.5	solute carrier family 38, member 1 	1967	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.18	N/A
TMEM215	ENST00000342743.5	transmembrane protein 215 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZC2HC1A	ENST00000263849.4	zinc finger, C2HC-type containing 1A 	176	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.17	N/A
SCN2A	ENST00000375437.2	sodium channel, voltage-gated, type II, alpha subunit 	7	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FBXO31	ENST00000311635.7	F-box protein 31 	48	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
IGFBP3	ENST00000381086.5	insulin-like growth factor binding protein 3 	1857	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
PLEKHB2	ENST00000438882.2	pleckstrin homology domain containing, family B (evectins) member 2 	1358	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
GNAI3	ENST00000369851.4	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 	2439	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
HNRNPUL1	ENST00000352456.3	heterogeneous nuclear ribonucleoprotein U-like 1 	11882	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.13	N/A
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	2	0	1	1	5	hsa-miR-100-3p				-0.12	-0.16	N/A
BROX	ENST00000537020.1	BRO1 domain and CAAX motif containing 	149	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.14	N/A
CAT	ENST00000241052.4	catalase 	4078	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZNF496	ENST00000294753.4	zinc finger protein 496 	391	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
WBSCR16	ENST00000329959.4	Williams-Beuren syndrome chromosome region 16 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
SYT9	ENST00000318881.6	synaptotagmin IX 	5	1	0	1	0	2	hsa-miR-100-3p				-0.12	-0.12	N/A
HTR5A-AS1	ENST00000395731.2	HTR5A antisense RNA 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZMPSTE24	ENST00000372759.3	zinc metallopeptidase STE24 	513	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
GPC6	ENST00000377047.4	glypican 6 	410	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.13	N/A
CCNC	ENST00000520371.1	cyclin C 	524	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
CPOX	ENST00000264193.2	coproporphyrinogen oxidase 	377	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.13	N/A
CCDC18	ENST00000334652.5	coiled-coil domain containing 18 	35	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ARHGAP24	ENST00000395184.1	Rho GTPase activating protein 24 	9	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.17	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	1	0	1	5	hsa-miR-100-3p				-0.11	-0.17	N/A
MPZL1	ENST00000474859.1	myelin protein zero-like 1 	3146	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.12	N/A
FBXL5	ENST00000341285.3	F-box and leucine-rich repeat protein 5 	487	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	2	0	2	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
HMCN1	ENST00000367492.2	hemicentin 1 	7	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
EIF1AX	ENST00000379607.5	eukaryotic translation initiation factor 1A, X-linked 	277	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
CNTN1	ENST00000551295.2	contactin 1 	40	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.19	N/A
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	4	0	2	2	2	hsa-miR-100-3p				-0.11	-0.23	N/A
COL26A1	ENST00000313669.7	collagen, type XXVI, alpha 1 	223	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.12	N/A
CCNE2	ENST00000520509.1	cyclin E2 	76	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.12	N/A
PLEKHO1	ENST00000369124.4	pleckstrin homology domain containing, family O member 1 	144	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.12	N/A
STAT3	ENST00000585517.1	signal transducer and activator of transcription 3 (acute-phase response factor) 	478	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.13	N/A
RNF44	ENST00000274811.4	ring finger protein 44 	1623	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.15	N/A
LRRC2	ENST00000395905.3	leucine rich repeat containing 2 	5	2	1	0	1	2	hsa-miR-100-3p				-0.11	-0.14	N/A
SLFN5	ENST00000299977.4	schlafen family member 5 	195	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.22	N/A
WNT3A	ENST00000284523.1	wingless-type MMTV integration site family, member 3A 	7	1	1	0	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
SENP5	ENST00000323460.5	SUMO1/sentrin specific peptidase 5 	125	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.12	N/A
FAM227A	ENST00000535113.1	family with sequence similarity 227, member A 	16	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
LUZP2	ENST00000533227.1	leucine zipper protein 2 	33	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
CYYR1	ENST00000299340.4	cysteine/tyrosine-rich 1 	5	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
DAK	ENST00000394900.3	dihydroxyacetone kinase 2 homolog (S. cerevisiae) 	242	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
ZNF616	ENST00000330123.5	zinc finger protein 616 	45	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
XCR1	ENST00000309285.3	chemokine (C motif) receptor 1 	5	1	0	1	0	3	hsa-miR-100-3p				-0.11	-0.11	N/A
TNFRSF11A	ENST00000586569.1	tumor necrosis factor receptor superfamily, member 11a, NFKB activator 	93	1	0	0	1	2	hsa-miR-100-3p				-0.11	-0.14	N/A
MYLK4	ENST00000268446.5	myosin light chain kinase family, member 4 	5	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
C6orf136	ENST00000376473.5	chromosome 6 open reading frame 136 	307	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.35	N/A
KLHL4	ENST00000373119.4	kelch-like family member 4 	58	1	0	0	1	2	hsa-miR-100-3p				-0.11	-0.18	N/A
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	0	1	0	3	hsa-miR-100-3p				-0.11	-0.14	N/A
CNRIP1	ENST00000409862.1	cannabinoid receptor interacting protein 1 	29	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
KCTD9	ENST00000221200.4	potassium channel tetramerization domain containing 9 	575	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
HTR7	ENST00000371719.2	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled 	12	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
MOCS3	ENST00000244051.1	molybdenum cofactor synthesis 3 	271	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.15	N/A
HMX3	ENST00000357878.5	H6 family homeobox 3 	9	1	1	0	0	0	hsa-miR-100-3p				-0.11	-0.27	N/A
PTCHD1	ENST00000379361.4	patched domain containing 1 	59	3	0	0	3	5	hsa-miR-100-3p				-0.11	-0.13	N/A
ZFYVE27	ENST00000453958.2	zinc finger, FYVE domain containing 27 	565	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.22	N/A
ATRX	ENST00000373344.5	alpha thalassemia/mental retardation syndrome X-linked 	77	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.16	N/A
EXOC6B	ENST00000272427.6	exocyst complex component 6B 	106	2	0	0	2	0	hsa-miR-100-3p				-0.11	-0.11	N/A
KIAA1737	ENST00000361786.2	KIAA1737 	57	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
TMX1	ENST00000457354.2	thioredoxin-related transmembrane protein 1 	3176	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
CDKL1	ENST00000395834.1	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	90	1	0	0	1	2	hsa-miR-100-3p				-0.11	-0.12	N/A
STX16	ENST00000355957.5	syntaxin 16 	756	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.14	N/A
TAF1L	ENST00000242310.4	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like 	5	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
MED19	ENST00000337672.2	mediator complex subunit 19 	25	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
ZNF808	ENST00000359798.4	zinc finger protein 808 	5	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
KBTBD6	ENST00000379485.1	kelch repeat and BTB (POZ) domain containing 6 	51	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
KIAA0556	ENST00000261588.4	KIAA0556 	169	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
MAP7	ENST00000354570.3	microtubule-associated protein 7 	444	1	0	0	1	2	hsa-miR-100-3p				-0.11	-0.11	N/A
REEP1	ENST00000165698.5	receptor accessory protein 1 	49	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
SH3D19	ENST00000409598.4	SH3 domain containing 19 	245	2	0	0	2	0	hsa-miR-100-3p				-0.11	-0.22	N/A
TMEM45B	ENST00000281441.3	transmembrane protein 45B 	67	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.31	N/A
RAD51B	ENST00000487861.1	RAD51 paralog B 	20	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
IDS	ENST00000422081.2	Iduronate 2-sulfatase (Hunter syndrome), isoform CRA_e; Iduronate 2-sulfatase 14 kDa chain; cDNA FLJ42669 fis, clone BRAMY2022168, highly similar to IDURONATE 2-SULFATASE   	810	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.12	N/A
ZNF658	ENST00000602553.1	zinc finger protein 658 	32	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.13	N/A
LYN	ENST00000520220.2	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog 	61	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.26	N/A
EMB	ENST00000303221.5	embigin 	17	3	0	1	2	0	hsa-miR-100-3p				-0.11	-0.31	N/A
C11orf74	ENST00000534635.1	chromosome 11 open reading frame 74 	57	3	0	1	2	0	hsa-miR-100-3p				-0.11	-0.44	N/A
FIBIN	ENST00000318627.2	fin bud initiation factor homolog (zebrafish) 	135	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
BMPR2	ENST00000374574.2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	287	3	1	0	2	1	hsa-miR-100-3p				-0.11	-0.29	N/A
ZSCAN22	ENST00000329665.4	zinc finger and SCAN domain containing 22 	45	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
AP3M2	ENST00000174653.3	adaptor-related protein complex 3, mu 2 subunit 	792	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
ALS2	ENST00000457679.2	amyotrophic lateral sclerosis 2 (juvenile) 	206	2	0	1	1	1	hsa-miR-100-3p				-0.11	-0.12	N/A
CDKN2AIP	ENST00000302350.4	CDKN2A interacting protein 	2313	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
SMIM14	ENST00000295958.5	small integral membrane protein 14 	601	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.14	N/A
LRFN3	ENST00000588831.1	leucine rich repeat and fibronectin type III domain containing 3 	207	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.16	N/A
KIAA1244	ENST00000251691.4	KIAA1244 	169	2	1	1	0	3	hsa-miR-100-3p				-0.11	-0.13	N/A
LIN7A	ENST00000552864.1	lin-7 homolog A (C. elegans) 	86	2	0	1	1	0	hsa-miR-100-3p				-0.11	-0.28	N/A
ZNF813	ENST00000396403.4	zinc finger protein 813 	10	2	0	1	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
PTK6	ENST00000217185.2	protein tyrosine kinase 6 	27	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
NT5DC3	ENST00000392876.3	5'-nucleotidase domain containing 3 	235	3	0	3	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
MTFP1	ENST00000266263.5	mitochondrial fission process 1 	2373	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
ZNF35	ENST00000396056.2	zinc finger protein 35 	71	2	1	0	1	2	hsa-miR-100-3p				-0.11	-0.23	N/A
DDIT4L	ENST00000273990.2	DNA-damage-inducible transcript 4-like 	87	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
RAB2A	ENST00000262646.7	RAB2A, member RAS oncogene family 	788	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.19	N/A
CX3CR1	ENST00000399220.2	chemokine (C-X3-C motif) receptor 1 	17	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
SLC35A2	ENST00000376521.1	solute carrier family 35 (UDP-galactose transporter), member A2 	2121	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
DNAH10OS	ENST00000514254.2	dynein, axonemal, heavy chain 10 opposite strand 	89	2	0	2	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
PARD3B	ENST00000406610.2	par-3 family cell polarity regulator beta 	38	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
TLL1	ENST00000061240.2	tolloid-like 1 	247	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
PDXDC1	ENST00000396410.4	pyridoxal-dependent decarboxylase domain containing 1 	6417	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
APOL2	ENST00000358502.5	apolipoprotein L, 2 	12	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
ZPLD1	ENST00000306176.1	zona pellucida-like domain containing 1 	5	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
C17orf104	ENST00000409122.2	chromosome 17 open reading frame 104 	5	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
MRPS14	ENST00000476371.1	mitochondrial ribosomal protein S14 	2140	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
TBC1D3F	ENST00000378174.5	TBC1 domain family, member 3F 	5	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
FOXN2	ENST00000340553.3	forkhead box N2 	441	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
CYSLTR2	ENST00000282018.3	cysteinyl leukotriene receptor 2 	5	1	0	0	1	1	hsa-miR-100-3p				-0.11	-0.11	N/A
F3	ENST00000334047.7	coagulation factor III (thromboplastin, tissue factor) 	13568	1	0	1	0	3	hsa-miR-100-3p				-0.11	-0.24	N/A
CMPK2	ENST00000256722.5	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial 	13	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.15	N/A
TBC1D3	ENST00000339023.4	TBC1 domain family, member 3 	5	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
ZNF250	ENST00000292579.7	zinc finger protein 250 	67	2	0	1	1	2	hsa-miR-100-3p				-0.11	-0.26	N/A
NUSAP1	ENST00000260359.6	nucleolar and spindle associated protein 1 	686	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
PTPRK	ENST00000368226.4	protein tyrosine phosphatase, receptor type, K 	641	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.12	N/A
TNPO3	ENST00000393245.1	transportin 3 	30	2	0	2	0	1	hsa-miR-100-3p				-0.11	-0.13	N/A
ABLIM1	ENST00000392952.3	actin binding LIM protein 1 	1321	1	0	0	1	2	hsa-miR-100-3p				-0.11	-0.11	N/A
LY75-CD302	ENST00000504764.1	LY75-CD302 readthrough 	855	2	0	0	2	0	hsa-miR-100-3p				-0.11	-0.17	N/A
LY75	ENST00000554112.1	lymphocyte antigen 75 	855	2	0	0	2	0	hsa-miR-100-3p				-0.11	-0.17	N/A
WDR3	ENST00000349139.5	WD repeat domain 3 	1166	3	0	2	1	1	hsa-miR-100-3p				-0.11	-0.22	N/A
GTF2H5	ENST00000607778.1	general transcription factor IIH, polypeptide 5 	4166	2	0	0	2	2	hsa-miR-100-3p				-0.11	-0.23	N/A
SUSD5	ENST00000309558.3	sushi domain containing 5 	23	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.11	N/A
C2orf69	ENST00000319974.5	chromosome 2 open reading frame 69 	82	1	0	0	1	0	hsa-miR-100-3p				-0.11	-0.11	N/A
TRAIP	ENST00000331456.2	TRAF interacting protein 	5	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
STRIP2	ENST00000249344.2	striatin interacting protein 2 	87	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.14	N/A
MTF1	ENST00000373036.4	metal-regulatory transcription factor 1 	98	1	0	1	0	1	hsa-miR-100-3p				-0.11	-0.11	N/A
FAM122B	ENST00000370790.1	family with sequence similarity 122B 	334	1	0	1	0	2	hsa-miR-100-3p				-0.11	-0.25	N/A
PCTP	ENST00000576183.1	phosphatidylcholine transfer protein 	476	1	0	1	0	0	hsa-miR-100-3p				-0.11	-0.11	N/A
LGR4	ENST00000379214.4	leucine-rich repeat containing G protein-coupled receptor 4 	1387	2	1	0	1	0	hsa-miR-100-3p				-0.11	-0.14	N/A
TLN1	ENST00000314888.9	talin 1 	266	1	0	1	0	2	hsa-miR-100-3p				-0.10	-0.25	N/A
MARCH2	ENST00000602117.1	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase 	909	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.10	N/A
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	1	0	1	0	4	hsa-miR-100-3p				-0.10	-0.10	N/A
ZNF525	ENST00000467003.1	zinc finger protein 525 	30	1	0	1	0	3	hsa-miR-100-3p				-0.10	-0.10	N/A
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	0	1	1	hsa-miR-100-3p				-0.10	-0.11	N/A
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	1	0	1	0	1	hsa-miR-100-3p				-0.10	-0.14	N/A
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	0	0	1	1	hsa-miR-100-3p				-0.10	-0.12	N/A
ZNF713	ENST00000429591.2	zinc finger protein 713 	5	1	0	0	1	0	hsa-miR-100-3p				-0.10	-0.10	N/A
PCBD2	ENST00000512783.1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 	95	1	0	1	0	1	hsa-miR-100-3p				-0.10	-0.10	N/A
NOTCH2NL	ENST00000369340.3	notch 2 N-terminal like 	5	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.10	N/A
ZNF510	ENST00000375231.1	zinc finger protein 510 	40	2	0	1	1	1	hsa-miR-100-3p				-0.10	-0.10	N/A
NYAP2	ENST00000272907.6	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 	5	1	0	0	1	0	hsa-miR-100-3p				-0.10	-0.10	N/A
FBXL22	ENST00000360587.2	F-box and leucine-rich repeat protein 22 	65	1	0	0	1	1	hsa-miR-100-3p				-0.10	-0.10	N/A
KCTD18	ENST00000359878.3	potassium channel tetramerization domain containing 18 	12	1	0	0	1	1	hsa-miR-100-3p				-0.10	-0.10	N/A
CEP290	ENST00000547691.2	centrosomal protein 290kDa 	10	1	1	0	0	0	hsa-miR-100-3p				-0.10	-0.21	N/A
FRMD6	ENST00000395718.2	FERM domain containing 6 	508	1	0	0	1	0	hsa-miR-100-3p				-0.10	-0.11	N/A
SLC25A51	ENST00000380590.3	solute carrier family 25, member 51 	170	1	0	1	0	2	hsa-miR-100-3p				-0.10	-0.11	N/A
GPD2	ENST00000540309.1	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) 	196	1	0	0	1	3	hsa-miR-100-3p				-0.10	-0.10	N/A
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	2	0	0	2	1	hsa-miR-100-3p				-0.10	-0.10	N/A
ZNF343	ENST00000278772.4	zinc finger protein 343 	60	1	0	1	0	1	hsa-miR-100-3p				-0.10	-0.10	N/A
ZNF599	ENST00000587354.2	zinc finger protein 599 	92	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.10	N/A
PTCD2	ENST00000380639.5	pentatricopeptide repeat domain 2 	377	2	0	2	0	0	hsa-miR-100-3p				-0.10	-0.17	N/A
SAMD9L	ENST00000318238.4	sterile alpha motif domain containing 9-like 	5	1	0	0	1	0	hsa-miR-100-3p				-0.10	-0.10	N/A
NXF1	ENST00000531709.2	nuclear RNA export factor 1 	1017	2	0	0	2	0	hsa-miR-100-3p				-0.10	-0.10	N/A
ZKSCAN3	ENST00000377255.3	zinc finger with KRAB and SCAN domains 3 	63	1	0	0	1	0	hsa-miR-100-3p				-0.10	-0.11	N/A
FAM161B	ENST00000286544.3	family with sequence similarity 161, member B 	10	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.20	N/A
ACTRT3	ENST00000330368.2	actin-related protein T3 	244	2	1	0	1	0	hsa-miR-100-3p				-0.10	-0.22	N/A
TGOLN2	ENST00000377386.3	trans-golgi network protein 2 	1914	2	0	0	2	2	hsa-miR-100-3p				-0.10	-0.11	N/A
HEATR3	ENST00000299192.7	HEAT repeat containing 3 	119	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.21	N/A
HDX	ENST00000297977.5	highly divergent homeobox 	20	2	0	1	1	0	hsa-miR-100-3p				-0.10	-0.16	N/A
TBL3	ENST00000568546.1	transducin (beta)-like 3 	57	1	0	1	0	1	hsa-miR-100-3p				-0.10	-0.14	N/A
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.19	N/A
LTBR	ENST00000228918.4	lymphotoxin beta receptor (TNFR superfamily, member 3) 	49	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.10	N/A
HMGXB3	ENST00000503427.1	HMG box domain containing 3 	26	1	0	1	0	0	hsa-miR-100-3p				-0.10	-0.10	N/A
