Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ANGPTL1	ENST00000234816.2	angiopoietin-like 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CD40	ENST00000372276.3	CD40 molecule, TNF receptor superfamily member 5 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
ZNF552	ENST00000391701.1	zinc finger protein 552 	9	1	0	1	0	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
BRPF1	ENST00000383829.2	bromodomain and PHD finger containing, 1 	351	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
TFPI	ENST00000392365.1	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) 	10747	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
FAM92A1	ENST00000518322.1	family with sequence similarity 92, member A1 	80	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.11	N/A
UBE2N	ENST00000550657.1	ubiquitin-conjugating enzyme E2N 	321	3	0	2	1	1	hsa-miR-16-2-3p				-0.09	-0.21	N/A
YES1	ENST00000577961.1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 	168	1	0	1	0	1	hsa-miR-16-2-3p				-0.09	-0.10	N/A
NAA30	ENST00000556492.1	N(alpha)-acetyltransferase 30, NatC catalytic subunit 	418	5	1	3	1	4	hsa-miR-195-3p				-0.09	-0.35	N/A
WISP3	ENST00000361714.1	WNT1 inducible signaling pathway protein 3 	5	1	0	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
NECAB1	ENST00000417640.2	N-terminal EF-hand calcium binding protein 1 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
MRPL48	ENST00000535529.1	mitochondrial ribosomal protein L48 	354	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CR2	ENST00000367058.3	complement component (3d/Epstein Barr virus) receptor 2 	9	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
TRIM44	ENST00000299413.5	tripartite motif containing 44 	4203	2	0	1	1	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
MGST2	ENST00000506797.1	microsomal glutathione S-transferase 2 	595	1	0	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
ST8SIA3	ENST00000324000.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	5	3	0	3	0	3	hsa-miR-195-3p				-0.09	-0.09	N/A
HOXD13	ENST00000392539.3	homeobox D13 	25	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
ROCK1	ENST00000399799.2	Rho-associated, coiled-coil containing protein kinase 1 	7	3	1	0	2	0	hsa-miR-195-3p				-0.09	-0.09	N/A
ZNF701	ENST00000540331.1	zinc finger protein 701 	15	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
DCAF4	ENST00000394234.2	DDB1 and CUL4 associated factor 4 	45	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
ETV1	ENST00000430479.1	ets variant 1 	160	1	1	0	0	1	hsa-miR-16-2-3p				-0.09	-0.16	N/A
TSHZ2	ENST00000371497.5	teashirt zinc finger homeobox 2 	351	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
NUDT12	ENST00000230792.2	nudix (nucleoside diphosphate linked moiety X)-type motif 12 	17	2	0	2	0	0	hsa-miR-195-3p				-0.09	-0.14	N/A
LRRC66	ENST00000343457.3	leucine rich repeat containing 66 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
FOXR2	ENST00000339140.3	forkhead box R2 	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
TP63	ENST00000392460.3	tumor protein p63 	0	3	1	1	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
DOK6	ENST00000382713.5	docking protein 6 	8	1	0	0	1	3	hsa-miR-16-2-3p				-0.09	-0.09	N/A
PCDH18	ENST00000412923.2	protocadherin 18 	112	2	0	1	1	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
GTPBP8	ENST00000383677.3	GTP-binding protein 8 (putative) 	326	1	1	0	0	2	hsa-miR-195-3p				-0.09	-0.29	N/A
SMC3	ENST00000361804.4	structural maintenance of chromosomes 3 	15	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.15	N/A
PGS1	ENST00000262764.6	phosphatidylglycerophosphate synthase 1 	622	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.13	N/A
RDH11	ENST00000381346.4	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) 	1177	1	0	0	1	1	hsa-miR-195-3p				-0.09	-0.10	N/A
STARD3NL	ENST00000009041.7	STARD3 N-terminal like 	1911	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	4	0	3	1	0	hsa-miR-16-2-3p				-0.09	-0.15	N/A
FAM126A	ENST00000409923.1	family with sequence similarity 126, member A 	241	2	1	1	0	2	hsa-miR-16-2-3p				-0.09	-0.40	N/A
ZNF117	ENST00000282869.6	zinc finger protein 117 	21	4	1	1	2	3	hsa-miR-16-2-3p				-0.09	-0.19	N/A
MRS2	ENST00000274747.7	MRS2 magnesium transporter 	826	2	0	1	1	0	hsa-miR-195-3p				-0.09	-0.10	N/A
AHCTF1	ENST00000366508.1	AT hook containing transcription factor 1 	5	4	2	1	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
ANGPTL7	ENST00000376819.3	angiopoietin-like 7 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
AGR2	ENST00000419304.2	anterior gradient 2 	13	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
RAI2	ENST00000415486.3	retinoic acid induced 2 	46	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
PCBP3	ENST00000400314.1	poly(rC) binding protein 3 	10	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CCDC89	ENST00000316398.3	coiled-coil domain containing 89 	11	1	0	1	0	1	hsa-miR-16-2-3p				-0.09	-0.12	N/A
CYP20A1	ENST00000356079.4	cytochrome P450, family 20, subfamily A, polypeptide 1 	170	4	0	2	2	0	hsa-miR-16-2-3p				-0.09	-0.16	N/A
HSPH1	ENST00000320027.5	heat shock 105kDa/110kDa protein 1 	4109	1	0	1	0	2	hsa-miR-195-3p				-0.09	-0.17	N/A
TCEB3	ENST00000418390.2	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) 	3007	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CPAMD8	ENST00000443236.1	C3 and PZP-like, alpha-2-macroglobulin domain containing 8 	5	1	0	0	1	0	hsa-miR-195-3p				-0.09	-0.09	N/A
FOXD4L5	ENST00000377420.1	forkhead box D4-like 5 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
OR2H1	ENST00000377136.1	olfactory receptor, family 2, subfamily H, member 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
BBS12	ENST00000314218.3	Bardet-Biedl syndrome 12 	88	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
FAM171B	ENST00000304698.5	family with sequence similarity 171, member B 	5	2	0	1	1	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
C12orf5	ENST00000179259.4	chromosome 12 open reading frame 5 	520	1	0	0	1	2	hsa-miR-16-2-3p				-0.09	-0.10	N/A
CRISPLD1	ENST00000262207.4	cysteine-rich secretory protein LCCL domain containing 1 	358	2	0	2	0	2	hsa-miR-195-3p				-0.09	-0.10	N/A
CCP110	ENST00000381396.5	centriolar coiled coil protein 110kDa 	226	2	1	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
CTAGE6	ENST00000470691.2	CTAGE family, member 6 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CTAGE15	ENST00000420911.2	cTAGE family member 15  	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
HMGCLL1	ENST00000274901.4	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1 	11	1	0	1	0	1	hsa-miR-195-3p				-0.09	-0.09	N/A
MEIS1	ENST00000488550.1	Meis homeobox 1 	533	2	0	2	0	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
FGF23	ENST00000237837.1	fibroblast growth factor 23 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CCDC141	ENST00000420890.2	coiled-coil domain containing 141 	5	2	1	1	0	1	hsa-miR-195-3p				-0.09	-0.09	N/A
NRAS	ENST00000369535.4	neuroblastoma RAS viral (v-ras) oncogene homolog 	551	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.13	N/A
SLC16A1	ENST00000369626.3	solute carrier family 16 (monocarboxylate transporter), member 1 	707	2	0	2	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
ZNF254	ENST00000357002.4	zinc finger protein 254 	69	3	1	2	0	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
MMP16	ENST00000286614.6	matrix metallopeptidase 16 (membrane-inserted) 	12	1	0	1	0	4	hsa-miR-16-2-3p				-0.09	-0.13	N/A
IDH3A	ENST00000299518.2	isocitrate dehydrogenase 3 (NAD+) alpha 	915	1	0	0	1	1	hsa-miR-195-3p				-0.09	-0.10	N/A
GNAS	ENST00000371075.3	GNAS complex locus 	314	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.14	N/A
CYB5R1	ENST00000367249.4	cytochrome b5 reductase 1 	545	1	0	0	1	0	hsa-miR-195-3p				-0.09	-0.09	N/A
SERINC1	ENST00000339697.4	serine incorporator 1 	2408	4	1	2	1	3	hsa-miR-16-2-3p				-0.09	-0.20	N/A
ERAP1	ENST00000443439.2	endoplasmic reticulum aminopeptidase 1 	133	2	1	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
ATAD1	ENST00000308448.7	ATPase family, AAA domain containing 1 	276	4	1	1	2	2	hsa-miR-195-3p				-0.09	-0.15	N/A
B3GALT2	ENST00000367434.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 	5	1	0	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
CTAGE4	ENST00000486333.1	CTAGE family, member 4 	5	1	0	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
TERF1	ENST00000276602.6	telomeric repeat binding factor (NIMA-interacting) 1 	5	3	1	2	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
AAED1	ENST00000375234.3	AhpC/TSA antioxidant enzyme domain containing 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
PHF6	ENST00000332070.3	PHD finger protein 6 	630	2	0	0	2	2	hsa-miR-195-3p				-0.09	-0.09	N/A
ELTD1	ENST00000370742.3	EGF, latrophilin and seven transmembrane domain containing 1 	13	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
TARS	ENST00000265112.3	threonyl-tRNA synthetase 	1258	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
LARGE	ENST00000354992.2	like-glycosyltransferase 	411	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
AC079210.1	ENST00000600820.1	Uncharacterized protein; cDNA FLJ45097 fis, clone BRAWH3031054  	5	1	0	0	1	2	hsa-miR-195-3p				-0.09	-0.09	N/A
PRMT2	ENST00000458387.2	protein arginine methyltransferase 2 	584	2	0	1	1	0	hsa-miR-16-2-3p				-0.09	-0.16	N/A
ALS2CR11	ENST00000439802.1	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CLPX	ENST00000300107.3	caseinolytic mitochondrial matrix peptidase chaperone subunit 	251	2	1	1	0	1	hsa-miR-16-2-3p				-0.09	-0.10	N/A
PCGF5	ENST00000336126.5	polycomb group ring finger 5 	176	1	0	1	0	3	hsa-miR-16-2-3p				-0.09	-0.30	N/A
CD2AP	ENST00000359314.5	CD2-associated protein 	145	2	0	1	1	0	hsa-miR-195-3p				-0.09	-0.09	N/A
CDH12	ENST00000504376.2	cadherin 12, type 2 (N-cadherin 2) 	21	2	0	2	0	1	hsa-miR-16-2-3p				-0.09	-0.16	N/A
BBS7	ENST00000264499.4	Bardet-Biedl syndrome 7 	173	1	1	0	0	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CTAGE8	ENST00000487179.1	CTAGE family, member 8 	5	1	0	1	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
PCDHB3	ENST00000231130.2	protocadherin beta 3 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
GPR15	ENST00000284311.3	G protein-coupled receptor 15 	0	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
C11orf57	ENST00000532163.1	chromosome 11 open reading frame 57 	207	1	1	0	0	0	hsa-miR-195-3p				-0.09	-0.09	N/A
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	0	1	0	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
DMGDH	ENST00000380311.4	dimethylglycine dehydrogenase 	17	2	2	0	0	0	hsa-miR-195-3p				-0.09	-0.15	N/A
SACM1L	ENST00000389061.5	SAC1 suppressor of actin mutations 1-like (yeast) 	159	1	1	0	0	1	hsa-miR-16-2-3p				-0.09	-0.10	N/A
NBEAL1	ENST00000449802.1	neurobeachin-like 1 	42	2	2	0	0	3	hsa-miR-16-2-3p				-0.09	-0.09	N/A
PXK	ENST00000463280.1	PX domain containing serine/threonine kinase 	220	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.10	N/A
GATA6	ENST00000269216.3	GATA binding protein 6 	691	2	1	1	0	3	hsa-miR-16-2-3p				-0.09	-0.10	N/A
TM9SF3	ENST00000371142.4	transmembrane 9 superfamily member 3 	1030	1	0	0	1	2	hsa-miR-16-2-3p				-0.09	-0.09	N/A
DSN1	ENST00000426836.1	DSN1, MIS12 kinetochore complex component 	350	2	0	1	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	4	0	3	1	1	hsa-miR-16-2-3p				-0.09	-0.48	N/A
CBLN4	ENST00000064571.2	cerebellin 4 precursor 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	3	0	3	0	2	hsa-miR-16-2-3p				-0.09	-0.09	N/A
GPR12	ENST00000405846.3	G protein-coupled receptor 12 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
SLC26A4	ENST00000265715.3	solute carrier family 26 (anion exchanger), member 4 	5	2	1	0	1	0	hsa-miR-195-3p				-0.09	-0.09	N/A
STAM	ENST00000377524.3	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	723	1	0	0	1	0	hsa-miR-16-2-3p				-0.09	-0.09	N/A
CXADR	ENST00000356275.6	coxsackie virus and adenovirus receptor 	56	1	0	0	1	0	hsa-miR-195-3p				-0.09	-0.09	N/A
ALDH1A2	ENST00000249750.4	aldehyde dehydrogenase 1 family, member A2 	401	2	0	2	0	1	hsa-miR-16-2-3p				-0.09	-0.09	N/A
ARHGAP28	ENST00000419673.2	Rho GTPase activating protein 28 	31	2	1	0	1	1	hsa-miR-16-2-3p				-0.08	-0.18	N/A
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	4	0	3	1	0	hsa-miR-16-2-3p				-0.08	-0.13	N/A
TMPRSS12	ENST00000551456.1	transmembrane (C-terminal) protease, serine 12 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
GNG2	ENST00000556752.1	guanine nucleotide binding protein (G protein), gamma 2 	199	2	0	2	0	0	hsa-miR-195-3p				-0.08	-0.10	N/A
MPPED2	ENST00000358117.5	metallophosphoesterase domain containing 2 	42	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
FAM161B	ENST00000286544.3	family with sequence similarity 161, member B 	10	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
PCMTD1	ENST00000360540.5	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 	136	1	0	0	1	2	hsa-miR-195-3p				-0.08	-0.08	N/A
FRMD3	ENST00000304195.3	FERM domain containing 3 	14	2	0	2	0	0	hsa-miR-16-2-3p				-0.08	-0.10	N/A
SMC1A	ENST00000322213.4	structural maintenance of chromosomes 1A 	1626	2	0	1	1	4	hsa-miR-16-2-3p				-0.08	-0.09	N/A
TRNP1	ENST00000522111.2	TMF1-regulated nuclear protein 1 	4046	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
GJB6	ENST00000241124.6	gap junction protein, beta 6, 30kDa 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
FAM150A	ENST00000358543.4	family with sequence similarity 150, member A 	32	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
WDR41	ENST00000296679.4	WD repeat domain 41 	313	1	0	0	1	1	hsa-miR-195-3p				-0.08	-0.14	N/A
SAMD1	ENST00000533683.2	sterile alpha motif domain containing 1 	12	2	0	2	0	0	hsa-miR-16-2-3p				-0.08	-0.10	N/A
ORC1	ENST00000371568.3	origin recognition complex, subunit 1 	1102	1	0	0	1	0	hsa-miR-195-3p				-0.08	-0.08	N/A
SEC24A	ENST00000398844.2	SEC24 family, member A (S. cerevisiae) 	679	2	0	2	0	0	hsa-miR-16-2-3p				-0.08	-0.14	N/A
STOM	ENST00000286713.2	stomatin 	444	2	0	0	2	0	hsa-miR-16-2-3p				-0.08	-0.16	N/A
MAP3K5	ENST00000359015.4	mitogen-activated protein kinase kinase kinase 5 	46	1	1	0	0	0	hsa-miR-16-2-3p				-0.08	-0.10	N/A
ARL6	ENST00000463745.1	ADP-ribosylation factor-like 6 	275	2	0	2	0	0	hsa-miR-195-3p				-0.08	-0.09	N/A
TXNDC2	ENST00000357775.5	thioredoxin domain containing 2 (spermatozoa) 	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
INHBA	ENST00000242208.4	inhibin, beta A 	1260	2	1	0	1	0	hsa-miR-16-2-3p				-0.08	-0.10	N/A
RRAGC	ENST00000373001.3	Ras-related GTP binding C 	1062	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
BIRC3	ENST00000532808.1	baculoviral IAP repeat containing 3 	9	1	1	0	0	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
BMP4	ENST00000245451.4	bone morphogenetic protein 4 	24	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
NFIL3	ENST00000297689.3	nuclear factor, interleukin 3 regulated 	7439	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
MYC	ENST00000377970.2	v-myc avian myelocytomatosis viral oncogene homolog 	22906	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
NANP	ENST00000304788.3	N-acetylneuraminic acid phosphatase 	78	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.09	N/A
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
MCCC2	ENST00000340941.6	methylcrotonoyl-CoA carboxylase 2 (beta) 	1590	1	0	1	0	1	hsa-miR-195-3p				-0.08	-0.09	N/A
TAF1D	ENST00000448108.2	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa 	132	4	0	3	1	2	hsa-miR-16-2-3p				-0.08	-0.16	N/A
TEX15	ENST00000256246.2	testis expressed 15 	58	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.10	N/A
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	3	0	2	1	4	hsa-miR-16-2-3p				-0.08	-0.22	N/A
WDR89	ENST00000394942.2	WD repeat domain 89 	20	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.19	N/A
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	3	0	2	1	1	hsa-miR-195-3p				-0.08	-0.45	N/A
RRM1	ENST00000300738.5	ribonucleotide reductase M1 	2673	1	0	0	1	1	hsa-miR-195-3p				-0.08	-0.08	N/A
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	1	0	0	hsa-miR-195-3p				-0.08	-0.08	N/A
GNAI1	ENST00000351004.3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 	1346	1	0	0	1	1	hsa-miR-16-2-3p				-0.08	-0.09	N/A
PTPN2	ENST00000309660.5	protein tyrosine phosphatase, non-receptor type 2 	60	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.13	N/A
ZNF546	ENST00000347077.4	zinc finger protein 546 	44	3	1	2	0	1	hsa-miR-16-2-3p				-0.08	-0.11	N/A
PALM2	ENST00000448454.2	paralemmin 2 	35	2	0	1	1	2	hsa-miR-16-2-3p				-0.08	-0.09	N/A
TSHZ1	ENST00000322038.5	teashirt zinc finger homeobox 1 	174	2	0	2	0	1	hsa-miR-16-2-3p				-0.08	-0.10	N/A
DCUN1D1	ENST00000292782.4	DCN1, defective in cullin neddylation 1, domain containing 1 	267	1	0	0	1	1	hsa-miR-16-2-3p				-0.08	-0.09	N/A
GPATCH4	ENST00000368232.4	G patch domain containing 4 	715	1	0	1	0	0	hsa-miR-195-3p				-0.08	-0.08	N/A
KLHL5	ENST00000261425.3	kelch-like family member 5 	366	2	0	1	1	1	hsa-miR-195-3p				-0.08	-0.30	N/A
FMNL2	ENST00000475377.2	formin-like 2 	31	2	0	2	0	0	hsa-miR-16-2-3p				-0.08	-0.09	N/A
AMIGO2	ENST00000266581.4	adhesion molecule with Ig-like domain 2 	860	3	0	2	1	0	hsa-miR-16-2-3p				-0.08	-0.12	N/A
C2orf76	ENST00000409466.2	chromosome 2 open reading frame 76 	11	1	1	0	0	0	hsa-miR-16-2-3p				-0.08	-0.42	N/A
MAFF	ENST00000338483.2	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F 	160	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
ODF2L	ENST00000370566.3	outer dense fiber of sperm tails 2-like 	149	2	0	1	1	0	hsa-miR-195-3p				-0.08	-0.15	N/A
HIST1H2BC	ENST00000314332.5	histone cluster 1, H2bc 	13	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.14	N/A
GLIPR1	ENST00000266659.3	GLI pathogenesis-related 1 	623	2	0	1	1	0	hsa-miR-16-2-3p				-0.08	-0.14	N/A
CLDN12	ENST00000287916.4	claudin 12 	267	1	0	0	1	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	4	1	2	1	4	hsa-miR-16-2-3p				-0.08	-0.08	N/A
CYBB	ENST00000378588.4	cytochrome b-245, beta polypeptide 	12	4	1	2	1	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
MAPKAPK5	ENST00000550735.2	mitogen-activated protein kinase-activated protein kinase 5 	573	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.09	N/A
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	2	0	2	0	3	hsa-miR-195-3p				-0.08	-0.12	N/A
ZNF649	ENST00000354957.3	zinc finger protein 649 	77	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
BTG1	ENST00000256015.3	B-cell translocation gene 1, anti-proliferative 	1677	2	0	0	2	0	hsa-miR-16-2-3p				-0.08	-0.09	N/A
ABCD2	ENST00000308666.3	ATP-binding cassette, sub-family D (ALD), member 2 	5	2	0	1	1	2	hsa-miR-195-3p				-0.08	-0.42	N/A
IKZF5	ENST00000368886.5	IKAROS family zinc finger 5 (Pegasus) 	83	1	0	1	0	3	hsa-miR-195-3p				-0.08	-0.17	N/A
PGAP1	ENST00000354764.4	post-GPI attachment to proteins 1 	106	2	1	0	1	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
PGR	ENST00000325455.5	progesterone receptor 	8	3	1	2	0	0	hsa-miR-16-2-3p				-0.08	-0.10	N/A
TMEM38B	ENST00000374692.3	transmembrane protein 38B 	755	1	0	1	0	2	hsa-miR-16-2-3p				-0.08	-0.12	N/A
LRRC2	ENST00000395905.3	leucine rich repeat containing 2 	5	3	0	2	1	2	hsa-miR-16-2-3p				-0.08	-0.12	N/A
FOXD4L2	ENST00000377590.1	forkhead box D4-like 2 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
LRP2BP	ENST00000362004.3	LRP2 binding protein 	5	1	0	1	0	0	hsa-miR-195-3p				-0.08	-0.08	N/A
WT1	ENST00000379079.2	Wilms tumor 1 	29	1	0	0	1	0	hsa-miR-195-3p				-0.08	-0.08	N/A
TAF2	ENST00000378164.2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa 	59	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
HRH4	ENST00000256906.4	histamine receptor H4 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
SLC9A4	ENST00000295269.4	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
CDH11	ENST00000394156.3	cadherin 11, type 2, OB-cadherin (osteoblast) 	448	1	1	0	0	1	hsa-miR-16-2-3p				-0.08	-0.08	N/A
KDM1B	ENST00000388870.2	lysine (K)-specific demethylase 1B 	238	2	2	0	0	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
FOXD4L4	ENST00000377413.1	forkhead box D4-like 4 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
PFN2	ENST00000239940.7	profilin 2 	2184	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
TLR3	ENST00000296795.3	toll-like receptor 3 	5	2	1	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
CBX4	ENST00000269397.4	chromobox homolog 4 	3211	1	0	0	1	0	hsa-miR-16-2-3p				-0.08	-0.08	N/A
CMPK1	ENST00000371873.5	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic 	4366	2	0	1	1	1	hsa-miR-195-3p				-0.08	-0.08	N/A
TSHZ3	ENST00000240587.4	teashirt zinc finger homeobox 3 	81	2	0	1	1	3	hsa-miR-16-2-3p				-0.08	-0.09	N/A
ANKRD10	ENST00000375758.5	ankyrin repeat domain 10 	37	1	0	1	0	1	hsa-miR-16-2-3p				-0.08	-0.10	N/A
ACAP2	ENST00000326793.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	253	3	0	1	2	1	hsa-miR-16-2-3p				-0.08	-0.09	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	3	1	1	1	2	hsa-miR-195-3p				-0.08	-0.08	N/A
