Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ZNF415	ENST00000597503.1	zinc finger protein 415 	38	1	1	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0067	0.0472	0.2749	-0.20	-0.51	< 0.1	NULL
TRIB3	ENST00000217233.3	tribbles pseudokinase 3 	730	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0090	0.0630	0.3313	-0.20	-0.20	< 0.1	NULL
CHKA	ENST00000265689.4	choline kinase alpha 	352	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0041	0.0300	0.1937	-0.20	-0.20	0.21	NULL
CYB5R2	ENST00000524790.1	cytochrome b5 reductase 2 	92	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0051	0.0365	0.2307	-0.20	-0.20	< 0.1	NULL
IL12RB2	ENST00000262345.1	interleukin 12 receptor, beta 2 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0105	0.0734	0.3957	-0.20	-0.20	< 0.1	NULL
TECPR1	ENST00000447648.2	tectonin beta-propeller repeat containing 1 	493	0	0	0	0	2	2	0	0	2	hsa-miR-199b-5p	0.0266	0.1694	0.6306	-0.19	-0.29	< 0.1	NULL
PSG2	ENST00000406487.1	pregnancy specific beta-1-glycoprotein 2 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0030	0.0216	0.1431	-0.19	-0.20	< 0.1	NULL
C14orf23	ENST00000399387.4	chromosome 14 open reading frame 23 	5	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0137	0.0972	0.5665	-0.19	-0.26	< 0.1	NULL
DHX58	ENST00000251642.3	DEXH (Asp-Glu-X-His) box polypeptide 58 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0123	0.0848	0.4134	-0.19	-0.19	0.28	NULL
ITPR3	ENST00000374316.5	inositol 1,4,5-trisphosphate receptor, type 3 	176	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0078	0.0568	0.3684	-0.19	-0.19	0.13	NULL
EBP	ENST00000495186.1	emopamil binding protein (sterol isomerase) 	48655	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0011	0.0080	0.0565	-0.19	-0.19	0.11	NULL
DCTN3	ENST00000447983.2	dynactin 3 (p22) 	1816	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0127	0.0901	0.5225	-0.19	-0.19	< 0.1	NULL
FAM227B	ENST00000558594.1	family with sequence similarity 227, member B 	44	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0032	0.0229	0.1477	-0.19	-0.19	< 0.1	NULL
AC079210.1	ENST00000600820.1	Uncharacterized protein; cDNA FLJ45097 fis, clone BRAWH3031054  	5	0	0	0	0	2	0	0	2	1	hsa-miR-199b-5p	0.0159	0.1138	0.6845	-0.19	-0.19	< 0.1	NULL
MINOS1-NBL1	ENST00000602662.1	MINOS1-NBL1 readthrough 	852	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0046	0.0330	0.2100	-0.19	-0.19	0.43	2011
ZNF33A	ENST00000469037.2	zinc finger protein 33A 	39	0	0	0	0	2	0	2	0	1	hsa-miR-199a-5p	0.0127	0.0904	0.5304	-0.19	-0.22	< 0.1	NULL
ITGA4	ENST00000397033.2	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	29	1	0	1	0	0	0	0	0	1	hsa-miR-199b-5p	0.0147	0.1045	0.6175	-0.19	-0.20	0.35	2009, 2011
HHIP	ENST00000296575.3	hedgehog interacting protein 	65	1	0	0	1	1	0	1	0	2	hsa-miR-199a-5p	0.0127	0.0903	0.5420	-0.19	-0.42	0.48	NULL
TGFA	ENST00000295400.6	transforming growth factor, alpha 	36	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0088	0.0639	0.4096	-0.19	-0.19	0.42	2011
DSCR3	ENST00000309117.6	Down syndrome critical region gene 3 	494	0	0	0	0	2	0	0	2	1	hsa-miR-199a-5p	0.0068	0.0497	0.3342	-0.19	-0.28	0.11	NULL
FAM189B	ENST00000350210.2	family with sequence similarity 189, member B 	587	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0099	0.0710	0.4327	-0.19	-0.19	< 0.1	NULL
ANKAR	ENST00000438402.2	ankyrin and armadillo repeat containing 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0245	0.1584	0.6246	-0.19	-0.19	< 0.1	NULL
NBL1	ENST00000375136.3	neuroblastoma 1, DAN family BMP antagonist 	852	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0046	0.0330	0.2100	-0.19	-0.19	0.43	2011
ZNF148	ENST00000360647.4	zinc finger protein 148 	230	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0317	0.1964	0.7511	-0.19	-0.38	0.64	2007, 2009, 2011
SMIM5	ENST00000375215.3	small integral membrane protein 5 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0027	0.0201	0.1387	-0.19	-0.19	0.10	NULL
FAM218A	ENST00000513876.2	family with sequence similarity 218, member A 	16	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0040	0.0290	0.1863	-0.19	-0.19	< 0.1	NULL
C2orf91	ENST00000378711.2	chromosome 2 open reading frame 91 	5	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0081	0.0585	0.3712	-0.19	-0.19	< 0.1	NULL
HIST1H2BD	ENST00000289316.2	histone cluster 1, H2bd 	236	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0025	0.0180	0.1193	-0.19	-0.19	< 0.1	NULL
ZNF611	ENST00000543227.1	zinc finger protein 611 	7	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0110	0.0790	0.4927	-0.19	-0.19	< 0.1	NULL
FAM76B	ENST00000358780.5	family with sequence similarity 76, member B 	186	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0166	0.1140	0.5591	-0.19	-0.22	0.30	NULL
EPHA4	ENST00000281821.2	EPH receptor A4 	64	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0177	0.1242	0.6950	-0.19	-0.20	0.29	NULL
SLAMF8	ENST00000289707.5	SLAM family member 8 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0057	0.0410	0.2697	-0.19	-0.19	0.22	2009, 2011
GFM2	ENST00000296805.3	G elongation factor, mitochondrial 2 	19	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0032	0.0236	0.1653	-0.19	-0.19	< 0.1	NULL
SLC26A4	ENST00000265715.3	solute carrier family 26 (anion exchanger), member 4 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0124	0.0855	0.4285	-0.19	-0.19	< 0.1	NULL
C15orf56	ENST00000319503.3	chromosome 15 open reading frame 56 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0060	0.0433	0.2686	-0.19	-0.19	< 0.1	NULL
STAC	ENST00000273183.3	SH3 and cysteine rich domain 	172	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0059	0.0424	0.2728	-0.19	-0.19	< 0.1	NULL
AASDHPPT	ENST00000278618.4	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase 	317	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0057	0.0406	0.2358	-0.19	-0.20	< 0.1	NULL
AUTS2	ENST00000342771.4	autism susceptibility candidate 2 	198	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0271	0.1566	0.4801	-0.19	-0.38	0.84	2005, 2007, 2009, 2011
ONECUT2	ENST00000491143.2	one cut homeobox 2 	847	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0470	0.2671	0.9575	-0.19	-0.35	0.88	2007, 2009, 2011
MLX	ENST00000435881.2	MLX, MAX dimerization protein 	771	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0060	0.0430	0.2511	-0.19	-0.21	< 0.1	NULL
SGCB	ENST00000381431.5	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) 	1795	0	0	0	0	2	1	0	1	1	hsa-miR-199a-5p	0.0133	0.0945	0.5551	-0.19	-0.34	0.22	NULL
PARM1	ENST00000513238.1	prostate androgen-regulated mucin-like protein 1 	161	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0056	0.0397	0.2226	-0.19	-0.29	< 0.1	NULL
SLC25A37	ENST00000519973.1	solute carrier family 25 (mitochondrial iron transporter), member 37 	145	1	1	0	0	0	0	0	0	1	hsa-miR-199b-5p	0.0229	0.1316	0.3996	-0.19	-0.49	0.93	NULL
ZFP91	ENST00000316059.6	ZFP91 zinc finger protein 	688	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0099	0.0710	0.4275	-0.19	-0.19	0.39	2005, 2007, 2011
RAB5A	ENST00000273047.4	RAB5A, member RAS oncogene family 	68	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0037	0.0268	0.1692	-0.19	-0.19	< 0.1	NULL
TMEM217	ENST00000336655.2	transmembrane protein 217 	44	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0042	0.0305	0.1961	-0.19	-0.19	< 0.1	NULL
SLC25A30	ENST00000539591.1	solute carrier family 25, member 30 	92	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0083	0.0601	0.3972	-0.19	-0.19	< 0.1	NULL
SLC35B2	ENST00000393810.1	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 	3587	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0046	0.0333	0.2099	-0.19	-0.19	< 0.1	NULL
PRPF19	ENST00000227524.4	pre-mRNA processing factor 19 	1583	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0043	0.0307	0.1951	-0.19	-0.20	< 0.1	NULL
PPM1L	ENST00000498165.1	protein phosphatase, Mg2+/Mn2+ dependent, 1L 	59	1	0	1	0	2	0	1	1	2	hsa-miR-199a-5p	0.0176	0.1255	0.7419	-0.19	-0.20	0.52	2011
ASAH1	ENST00000262097.6	N-acylsphingosine amidohydrolase (acid ceramidase) 1 	445	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0079	0.0564	0.3363	-0.19	-0.23	< 0.1	NULL
EDARADD	ENST00000359362.5	EDAR-associated death domain 	76	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0048	0.0345	0.2248	-0.19	-0.19	< 0.1	NULL
FCGRT	ENST00000221466.5	Fc fragment of IgG, receptor, transporter, alpha 	1714	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0031	0.0223	0.1443	-0.19	-0.19	< 0.1	NULL
APTX	ENST00000436040.2	aprataxin 	310	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0031	0.0225	0.1551	-0.19	-0.19	< 0.1	NULL
SEC61A2	ENST00000379020.4	Sec61 alpha 2 subunit (S. cerevisiae) 	105	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0115	0.0810	0.4572	-0.19	-0.19	< 0.1	NULL
ZNF394	ENST00000426306.2	zinc finger protein 394 	77	2	0	2	0	0	0	0	0	0	hsa-miR-199a-5p	0.0046	0.0335	0.2236	-0.19	-0.19	< 0.1	NULL
ARHGEF5	ENST00000056217.5	Rho guanine nucleotide exchange factor (GEF) 5 	200	1	0	0	1	1	1	0	0	0	hsa-miR-199a-5p	0.0092	0.0653	0.3873	-0.19	-0.29	0.56	2005, 2007, 2011
C2CD4A	ENST00000355522.5	C2 calcium-dependent domain containing 4A 	23	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0066	0.0474	0.2965	-0.19	-0.37	< 0.1	NULL
FSD1	ENST00000597590.1	fibronectin type III and SPRY domain containing 1 	81	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0036	0.0262	0.1771	-0.19	-0.20	0.41	2009, 2011
SPATA19	ENST00000299140.3	spermatogenesis associated 19 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0022	0.0162	0.1082	-0.19	-0.19	0.18	NULL
TMEM107	ENST00000532998.1	transmembrane protein 107 	585	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0055	0.0398	0.2595	-0.19	-0.19	< 0.1	NULL
ROCK1	ENST00000399799.2	Rho-associated, coiled-coil containing protein kinase 1 	7	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0439	0.2632	0.8809	-0.19	-0.19	0.83	2007, 2009, 2011
KANK2	ENST00000586659.1	KN motif and ankyrin repeat domains 2 	1735	1	0	0	1	0	0	0	0	1	hsa-miR-199b-5p	0.0104	0.0743	0.4439	-0.19	-0.19	0.49	2005, 2007, 2011
SUGP2	ENST00000337018.6	SURP and G patch domain containing 2 	1879	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0053	0.0384	0.2466	-0.19	-0.19	< 0.1	NULL
HAO1	ENST00000378789.3	hydroxyacid oxidase (glycolate oxidase) 1 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0073	0.0519	0.3067	-0.19	-0.19	< 0.1	NULL
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	0	0	0	0	3	2	0	1	1	hsa-miR-199a-5p	0.0474	0.3263	1.7358	-0.19	-0.19	< 0.1	NULL
SOX4	ENST00000244745.1	SRY (sex determining region Y)-box 4 	2736	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0228	0.1573	0.7783	-0.19	-0.25	0.79	2005, 2007, 2009, 2011
ARHGAP29	ENST00000260526.6	Rho GTPase activating protein 29 	451	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0072	0.0518	0.3163	-0.19	-0.19	0.49	2007, 2009, 2011
RRAGC	ENST00000373001.3	Ras-related GTP binding C 	1062	1	0	0	1	0	0	0	0	2	hsa-miR-199b-5p	0.0040	0.0290	0.2002	-0.19	-0.22	0.78	NULL
C20orf196	ENST00000303142.6	chromosome 20 open reading frame 196 	18	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0076	0.0535	0.2953	-0.19	-0.27	< 0.1	NULL
SNN	ENST00000329565.5	stannin 	663	1	0	0	1	0	0	0	0	3	hsa-miR-199a-5p	0.0122	0.0857	0.4634	-0.19	-0.20	0.62	2005, 2007, 2009, 2011
RFESD	ENST00000513950.2	Rieske (Fe-S) domain containing 	15	1	0	0	1	0	0	0	0	1	hsa-miR-199b-5p	0.0020	0.0150	0.1031	-0.19	-0.22	< 0.1	NULL
TXLNG	ENST00000380122.5	taxilin gamma 	96	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0101	0.0721	0.4335	-0.19	-0.26	0.13	NULL
KLF9	ENST00000377126.2	Kruppel-like factor 9 	20	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0146	0.1025	0.5635	-0.19	-0.19	0.31	NULL
UBE2L6	ENST00000340573.4	ubiquitin-conjugating enzyme E2L 6 	4657	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0025	0.0180	0.1201	-0.19	-0.19	< 0.1	NULL
CHCHD3	ENST00000542753.1	coiled-coil-helix-coiled-coil-helix domain containing 3 	63	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0023	0.0169	0.1126	-0.19	-0.19	< 0.1	NULL
BMP3	ENST00000282701.2	bone morphogenetic protein 3 	36	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0152	0.1070	0.6057	-0.19	-0.19	< 0.1	NULL
KRT6A	ENST00000330722.6	keratin 6A 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0026	0.0189	0.1313	-0.19	-0.19	< 0.1	NULL
EPDR1	ENST00000423717.1	ependymin related 1 	84	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0074	0.0536	0.3473	-0.19	-0.20	< 0.1	NULL
AFTPH	ENST00000238856.4	aftiphilin 	6	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0171	0.1149	0.5180	-0.18	-0.18	0.52	2007, 2009, 2011
NCR1	ENST00000594765.1	natural cytotoxicity triggering receptor 1 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0028	0.0206	0.1379	-0.18	-0.18	< 0.1	NULL
ZSCAN21	ENST00000292450.4	zinc finger and SCAN domain containing 21 	291	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0045	0.0333	0.2302	-0.18	-0.18	< 0.1	NULL
SLC39A9	ENST00000031146.4	solute carrier family 39, member 9 	824	0	0	0	0	2	0	0	2	0	hsa-miR-199b-5p	0.0064	0.0462	0.2951	-0.18	-0.22	< 0.1	NULL
NIPA1	ENST00000337435.4	non imprinted in Prader-Willi/Angelman syndrome 1 	805	0	0	0	0	2	0	0	2	1	hsa-miR-199a-5p	0.0118	0.0835	0.4734	-0.18	-0.22	< 0.1	NULL
CDC6	ENST00000209728.4	cell division cycle 6 	772	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0038	0.0278	0.1908	-0.18	-0.20	< 0.1	NULL
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	1	0	0	1	3	0	2	1	0	hsa-miR-199a-5p	0.0230	0.1618	0.9117	-0.18	-0.18	0.50	2011
SAMD14	ENST00000330175.4	sterile alpha motif domain containing 14 	88	0	0	0	0	2	0	2	0	2	hsa-miR-199b-5p	0.0043	0.0318	0.2218	-0.18	-0.18	< 0.1	NULL
GNE	ENST00000396594.3	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 	22	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0152	0.1029	0.4769	-0.18	-0.18	< 0.1	NULL
BLOC1S1	ENST00000549147.1	biogenesis of lysosomal organelles complex-1, subunit 1 	429	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0060	0.0430	0.2525	-0.18	-0.18	< 0.1	NULL
PSG11	ENST00000401740.1	pregnancy specific beta-1-glycoprotein 11 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0029	0.0214	0.1419	-0.18	-0.18	< 0.1	NULL
NUPL1	ENST00000381736.3	nucleoporin like 1 	268	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0078	0.0549	0.3063	-0.18	-0.18	0.59	2005, 2007, 2009, 2011
IL20RB	ENST00000309741.5	interleukin 20 receptor beta 	16	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0082	0.0590	0.3816	-0.18	-0.18	< 0.1	NULL
NUP85	ENST00000447371.2	nucleoporin 85kDa 	1999	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0041	0.0300	0.2043	-0.18	-0.18	< 0.1	NULL
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0429	0.2623	0.9500	-0.18	-0.19	0.87	2009, 2011
RP4-559A3.7	ENST00000432920.2	Uncharacterized protein  	15	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0022	0.0158	0.1068	-0.18	-0.28	0.14	NULL
B3GALNT2	ENST00000366600.3	beta-1,3-N-acetylgalactosaminyltransferase 2 	106	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0217	0.1339	0.4475	-0.18	-0.27	< 0.1	NULL
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	3	0	0	3	1	0	1	0	4	hsa-miR-199a-5p	0.0148	0.1070	0.6804	-0.18	-0.18	0.95	2005, 2007, 2009, 2011
MCF2L2	ENST00000328913.3	MCF.2 cell line derived transforming sequence-like 2 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0064	0.0458	0.2735	-0.18	-0.18	< 0.1	NULL
AC005481.5	ENST00000409610.1	Uncharacterized protein  	5	0	0	0	0	2	0	0	2	1	hsa-miR-199a-5p	0.0070	0.0504	0.3288	-0.18	-0.18	< 0.1	NULL
A2ML1	ENST00000299698.7	alpha-2-macroglobulin-like 1 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0121	0.0838	0.4380	-0.18	-0.18	< 0.1	NULL
ZNF25	ENST00000302609.7	zinc finger protein 25 	11	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0108	0.0760	0.4283	-0.18	-0.18	< 0.1	NULL
CCNE2	ENST00000520509.1	cyclin E2 	76	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0051	0.0370	0.2480	-0.18	-0.18	< 0.1	NULL
HDHD2	ENST00000300605.6	haloacid dehalogenase-like hydrolase domain containing 2 	501	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0050	0.0359	0.2148	-0.18	-0.19	< 0.1	NULL
FZD3	ENST00000240093.3	frizzled family receptor 3 	192	0	0	0	0	4	0	1	3	1	hsa-miR-199b-5p	0.0183	0.1311	0.8067	-0.18	-0.19	0.27	NULL
AKAP3	ENST00000545990.2	A kinase (PRKA) anchor protein 3 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0049	0.0356	0.2239	-0.18	-0.18	0.31	2005, 2007, 2011
SYT14	ENST00000399639.2	synaptotagmin XIV 	16	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0089	0.0640	0.3956	-0.18	-0.18	< 0.1	NULL
CAV1	ENST00000405348.1	caveolin 1, caveolae protein, 22kDa 	415	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0088	0.0604	0.2890	-0.18	-0.26	0.46	2005, 2007, 2009, 2011
GALNT15	ENST00000339732.5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15 	114	0	0	0	0	1	0	0	1	2	hsa-miR-199b-5p	0.0088	0.0639	0.4286	-0.18	-0.42	< 0.1	NULL
DLGAP1	ENST00000400145.2	discs, large (Drosophila) homolog-associated protein 1 	8	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0089	0.0633	0.3693	-0.18	-0.30	0.13	NULL
PEG10	ENST00000482108.1	paternally expressed 10 	8778	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0189	0.1340	0.7731	-0.18	-0.18	0.12	NULL
PATE4	ENST00000457514.2	prostate and testis expressed 4 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0021	0.0151	0.1043	-0.18	-0.18	< 0.1	NULL
KCNG1	ENST00000396017.3	potassium voltage-gated channel, subfamily G, member 1 	76	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0039	0.0281	0.1872	-0.18	-0.18	< 0.1	NULL
LILRA5	ENST00000301219.3	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0052	0.0374	0.2271	-0.18	-0.18	< 0.1	NULL
ERP29	ENST00000455836.1	endoplasmic reticulum protein 29 	1210	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0031	0.0224	0.1453	-0.18	-0.18	< 0.1	NULL
EXOSC3	ENST00000396521.3	exosome component 3 	1657	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0019	0.0135	0.0922	-0.18	-0.18	< 0.1	NULL
TMEM164	ENST00000372073.1	transmembrane protein 164 	711	0	0	0	0	1	0	1	0	3	hsa-miR-199b-5p	0.0139	0.0977	0.5432	-0.18	-0.20	0.27	NULL
ZSWIM4	ENST00000254323.2	zinc finger, SWIM-type containing 4 	13	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0072	0.0514	0.3053	-0.18	-0.18	0.62	2009, 2011
SH2D5	ENST00000375031.1	SH2 domain containing 5 	7	0	0	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0147	0.1036	0.5939	-0.18	-0.18	0.16	NULL
C11orf84	ENST00000294244.4	chromosome 11 open reading frame 84 	232	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0016	0.0120	0.0855	-0.18	-0.18	< 0.1	NULL
IL4R	ENST00000395762.2	interleukin 4 receptor 	239	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0074	0.0536	0.3598	-0.18	-0.18	< 0.1	NULL
MAP2K5	ENST00000178640.5	mitogen-activated protein kinase kinase 5 	406	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0078	0.0564	0.3483	-0.18	-0.18	< 0.1	NULL
CCDC180	ENST00000395220.1	coiled-coil domain containing 180 	10	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0082	0.0591	0.3781	-0.18	-0.18	< 0.1	NULL
ZBTB14	ENST00000357006.4	zinc finger and BTB domain containing 14 	459	0	0	0	0	2	0	1	1	3	hsa-miR-199b-5p	0.0048	0.0347	0.2295	-0.18	-0.31	0.32	NULL
CHURC1-FNTB	ENST00000549987.1	CHURC1-FNTB readthrough 	13	0	0	0	0	2	1	1	0	0	hsa-miR-199a-5p	0.0082	0.0579	0.3219	-0.18	-0.31	< 0.1	NULL
CARKD	ENST00000309957.2	carbohydrate kinase domain containing 	514	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0120	0.0841	0.4578	-0.18	-0.18	< 0.1	NULL
ZKSCAN8	ENST00000330236.6	zinc finger with KRAB and SCAN domains 8 	281	0	0	0	0	2	0	2	0	0	hsa-miR-199b-5p	0.0174	0.1265	0.8330	-0.18	-0.18	0.11	NULL
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0601	0.3411	1.0607	-0.18	-0.18	0.93	2007, 2009, 2011
AC105020.1	ENST00000435356.1	Uncharacterized protein; cDNA FLJ12988 fis, clone NT2RP3000080  	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0104	0.0721	0.3691	-0.18	-0.18	< 0.1	NULL
ST14	ENST00000278742.5	suppression of tumorigenicity 14 (colon carcinoma) 	11	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0107	0.0768	0.4760	-0.18	-0.18	< 0.1	NULL
EHF	ENST00000257831.3	ets homologous factor 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0100	0.0696	0.3568	-0.18	-0.18	< 0.1	NULL
RP11-113D6.10	ENST00000527059.1	Putative mitochondrial carrier protein LOC494141  	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0056	0.0402	0.2475	-0.18	-0.18	< 0.1	NULL
PER2	ENST00000254658.3	period circadian clock 2 	106	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0152	0.1035	0.4920	-0.18	-0.18	< 0.1	NULL
PLA2G2F	ENST00000375102.3	phospholipase A2, group IIF 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0088	0.0628	0.3642	-0.18	-0.18	< 0.1	NULL
DCTN2	ENST00000548249.1	dynactin 2 (p50) 	1748	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0063	0.0450	0.2607	-0.18	-0.18	0.23	2011
