Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
DCTN5	ENST00000300087.2	dynactin 5 (p25) 	764	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.14	N/A
ZNF132	ENST00000254166.3	zinc finger protein 132 	31	1	0	0	1	5	hsa-miR-103a-2-5p				-0.11	-0.14	N/A
CYSLTR1	ENST00000373304.3	cysteinyl leukotriene receptor 1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
CD69	ENST00000228434.3	CD69 molecule 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
LCT	ENST00000264162.2	lactase 	8	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
RSPH4A	ENST00000368581.4	radial spoke head 4 homolog A (Chlamydomonas) 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
BAIAP2L2	ENST00000381669.3	BAI1-associated protein 2-like 2 	29	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
GSDMA	ENST00000301659.4	gasdermin A 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
REPIN1	ENST00000479668.1	replication initiator 1 	2836	1	1	0	0	2	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
TMEM130	ENST00000416379.2	transmembrane protein 130 	169	1	1	0	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
GLIPR1	ENST00000266659.3	GLI pathogenesis-related 1 	623	3	0	2	1	3	hsa-miR-103a-2-5p				-0.11	-0.30	N/A
DLX6	ENST00000518156.2	distal-less homeobox 6 	76	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.12	N/A
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	2	0	1	1	4	hsa-miR-103a-2-5p				-0.11	-0.15	N/A
RNF14	ENST00000394520.2	ring finger protein 14 	20	2	0	1	1	2	hsa-miR-103a-2-5p				-0.11	-0.14	N/A
RNF114	ENST00000244061.2	ring finger protein 114 	1488	1	0	0	1	3	hsa-miR-103a-2-5p				-0.11	-0.15	N/A
DAP	ENST00000230895.6	death-associated protein 	8552	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.21	N/A
CPNE3	ENST00000198765.4	copine III 	756	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
RBFOX1	ENST00000355637.4	RNA binding protein, fox-1 homolog (C. elegans) 1 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
SCIMP	ENST00000574081.1	SLP adaptor and CSK interacting membrane protein 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
CHRNB1	ENST00000306071.2	cholinergic receptor, nicotinic, beta 1 (muscle) 	56	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
SAMD5	ENST00000367474.1	sterile alpha motif domain containing 5 	28	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
HOXA1	ENST00000355633.5	homeobox A1 	157	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
NEIL3	ENST00000264596.3	nei endonuclease VIII-like 3 (E. coli) 	500	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
SIRPB1	ENST00000279477.7	signal-regulatory protein beta 1 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
VPS26B	ENST00000281187.5	vacuolar protein sorting 26 homolog B (S. pombe) 	1236	1	0	0	1	2	hsa-miR-103a-2-5p				-0.11	-0.12	N/A
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
CDCA7L	ENST00000356195.5	cell division cycle associated 7-like 	292	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
CD300C	ENST00000330793.1	CD300c molecule 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
C2orf68	ENST00000306336.5	chromosome 2 open reading frame 68 	565	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
MRPL18	ENST00000367034.4	mitochondrial ribosomal protein L18 	127	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
GNAI2	ENST00000313601.6	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 	27	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
GJB1	ENST00000374022.3	gap junction protein, beta 1, 32kDa 	96	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
THEMIS	ENST00000368250.1	thymocyte selection associated 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
DNAH10OS	ENST00000514254.2	dynein, axonemal, heavy chain 10 opposite strand 	89	3	0	2	1	2	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
KLHDC2	ENST00000557247.1	kelch domain containing 2 	3342	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	0	0	1	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
NFATC2	ENST00000371564.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 	105	1	0	1	0	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
SLC38A7	ENST00000570101.1	solute carrier family 38, member 7 	635	1	1	0	0	1	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
MAGI1	ENST00000330909.8	membrane associated guanylate kinase, WW and PDZ domain containing 1 	258	1	0	0	1	2	hsa-miR-103a-2-5p				-0.11	-0.14	N/A
C1orf173	ENST00000326665.5	chromosome 1 open reading frame 173 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.11	-0.11	N/A
CHMP7	ENST00000313219.7	charged multivesicular body protein 7 	124	2	0	1	1	0	hsa-miR-103a-2-5p				-0.11	-0.14	N/A
KLHL26	ENST00000300976.4	kelch-like family member 26 	238	2	0	2	0	2	hsa-miR-103a-2-5p				-0.11	-0.12	N/A
PPARGC1B	ENST00000309241.5	peroxisome proliferator-activated receptor gamma, coactivator 1 beta 	12	1	0	0	1	1	hsa-miR-103a-2-5p				-0.11	-0.13	N/A
PAIP2	ENST00000394795.2	poly(A) binding protein interacting protein 2 	2034	1	1	0	0	0	hsa-miR-103a-2-5p				-0.11	-0.42	N/A
SDHC	ENST00000367975.2	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa 	172	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ZNF488	ENST00000494156.1	zinc finger protein 488 	61	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	2	1	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FAM86C1	ENST00000359244.4	family with sequence similarity 86, member C1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SEMA4D	ENST00000450295.1	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D 	76	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.15	N/A
ZC3HAV1L	ENST00000275766.1	zinc finger CCCH-type, antiviral 1-like 	98	2	1	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
LIPA	ENST00000336233.5	lipase A, lysosomal acid, cholesterol esterase 	1793	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
GLI3	ENST00000395925.3	GLI family zinc finger 3 	544	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	3	1	1	1	2	hsa-miR-103a-2-5p				-0.10	-0.20	N/A
NYX	ENST00000342595.2	nyctalopin 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TNN	ENST00000239462.4	tenascin N 	17	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TLCD2	ENST00000330676.6	TLC domain containing 2 	107	2	0	1	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MYO5B	ENST00000285039.7	myosin VB 	12	2	1	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FRMPD4	ENST00000380682.1	FERM and PDZ domain containing 4 	25	3	0	1	2	2	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PBX2	ENST00000375050.4	pre-B-cell leukemia homeobox 2 	98	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
RAX	ENST00000256852.7	retina and anterior neural fold homeobox 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
AL117190.3	ENST00000599197.1	Esophagus cancer-related gene-2 interaction susceptibility protein; Uncharacterized protein  	30	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
GLIPR2	ENST00000396613.3	GLI pathogenesis-related 2 	218	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MIOS	ENST00000340080.4	missing oocyte, meiosis regulator, homolog (Drosophila) 	77	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
RNF217	ENST00000521654.2	ring finger protein 217 	92	3	0	1	2	1	hsa-miR-103a-2-5p				-0.10	-0.32	N/A
EVI5	ENST00000370331.1	ecotropic viral integration site 5 	172	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
CDH6	ENST00000265071.2	cadherin 6, type 2, K-cadherin (fetal kidney) 	213	2	1	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.18	N/A
AKR7L	ENST00000420396.2	aldo-keto reductase family 7-like 	42	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.18	N/A
ZNF233	ENST00000592581.1	zinc finger protein 233 	6	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
SLC4A4	ENST00000340595.3	solute carrier family 4 (sodium bicarbonate cotransporter), member 4 	400	2*	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
BCKDHB	ENST00000545529.1	branched chain keto acid dehydrogenase E1, beta polypeptide 	143	1	0	1	0	2	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SLC25A39	ENST00000225308.8	solute carrier family 25, member 39 	2741	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SYT7	ENST00000263846.4	synaptotagmin VII 	192	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.15	N/A
PLEKHH1	ENST00000329153.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 	125	1	1	0	0	2	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
NNAT	ENST00000062104.2	neuronatin 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MICB	ENST00000399150.3	MHC class I polypeptide-related sequence B 	189	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
RUNX2	ENST00000371432.3	runt-related transcription factor 2 	105	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
LRRC10B	ENST00000378075.2	leucine rich repeat containing 10B 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MPP5	ENST00000261681.4	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	354	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PARP6	ENST00000260376.7	poly (ADP-ribose) polymerase family, member 6 	867	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
NBAS	ENST00000441750.1	neuroblastoma amplified sequence 	464	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
COL23A1	ENST00000390654.3	collagen, type XXIII, alpha 1 	15	2	0	0	2	1	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
KRT76	ENST00000332411.2	keratin 76 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FAM65C	ENST00000327979.2	family with sequence similarity 65, member C 	17	2	0	2	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ACPL2	ENST00000286353.4	acid phosphatase-like 2 	72	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
LAP3	ENST00000226299.4	leucine aminopeptidase 3 	549	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.14	N/A
ZNF445	ENST00000425708.2	zinc finger protein 445 	370	1	0	1	0	2	hsa-miR-103a-2-5p				-0.10	-0.26	N/A
TBCK	ENST00000273980.5	TBC1 domain containing kinase 	20	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SIGLEC10	ENST00000441969.3	sialic acid binding Ig-like lectin 10 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TPSD1	ENST00000397534.2	tryptase delta 1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
DLC1	ENST00000276297.4	deleted in liver cancer 1 	970	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
IYD	ENST00000344419.3	iodotyrosine deiodinase 	5	2	0	1	1	2	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
KCNC1	ENST00000379472.3	potassium voltage-gated channel, Shaw-related subfamily, member 1 	42	1	0	0	1	2	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FLG2	ENST00000388718.5	filaggrin family member 2 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
C11orf86	ENST00000308963.4	chromosome 11 open reading frame 86 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
BATF2	ENST00000301887.4	basic leucine zipper transcription factor, ATF-like 2 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TLR4	ENST00000355622.6	toll-like receptor 4 	47	3	0	0	3	1	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
MEAF6	ENST00000373075.2	MYST/Esa1-associated factor 6 	440	2	0	1	1	2	hsa-miR-103a-2-5p				-0.10	-0.27	N/A
ZBTB8A	ENST00000316459.4	zinc finger and BTB domain containing 8A 	287	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
TTC5	ENST00000258821.3	tetratricopeptide repeat domain 5 	11	2	0	0	2	1	hsa-miR-103a-2-5p				-0.10	-0.17	N/A
MTF2	ENST00000370298.4	metal response element binding transcription factor 2 	653	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.30	N/A
RAB8A	ENST00000300935.3	RAB8A, member RAS oncogene family 	226	3	0	2	1	0	hsa-miR-103a-2-5p				-0.10	-0.23	N/A
ITGB8	ENST00000222573.4	integrin, beta 8 	17	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.15	N/A
NOC3L	ENST00000371361.3	nucleolar complex associated 3 homolog (S. cerevisiae) 	70	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TMEM187	ENST00000369982.4	transmembrane protein 187 	528	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
PCYOX1	ENST00000264441.5	prenylcysteine oxidase 1 	407	2	0	2	0	0	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
AGPAT1	ENST00000395496.1	1-acylglycerol-3-phosphate O-acyltransferase 1 	181	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TMEM169	ENST00000295658.4	transmembrane protein 169 	5	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
DMBX1	ENST00000360032.3	diencephalon/mesencephalon homeobox 1 	31	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
GPR68	ENST00000531499.2	G protein-coupled receptor 68 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
VWA5B1	ENST00000289815.8	von Willebrand factor A domain containing 5B1 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
RP5-1052I5.2	ENST00000370548.2	Heparan sulfate 2-O-sulfotransferase 1  	21	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MAN2B2	ENST00000285599.3	mannosidase, alpha, class 2B, member 2 	747	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SSR1	ENST00000244763.4	signal sequence receptor, alpha 	12917	3	0	1	2	3	hsa-miR-103a-2-5p				-0.10	-0.18	N/A
SYDE2	ENST00000341460.5	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) 	72	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
FAM3C	ENST00000359943.3	family with sequence similarity 3, member C 	15	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.15	N/A
NDNF	ENST00000379692.4	neuron-derived neurotrophic factor 	51	3	1	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.17	N/A
RIMS2	ENST00000507740.1	regulating synaptic membrane exocytosis 2 	8	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
BMX	ENST00000357607.2	BMX non-receptor tyrosine kinase 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
IL2RA	ENST00000379959.3	interleukin 2 receptor, alpha 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
CGNL1	ENST00000281282.5	cingulin-like 1 	25	2	1	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	5	1	0	4	4	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
GYG1	ENST00000345003.4	glycogenin 1 	932	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
RIC8B	ENST00000392837.4	RIC8 guanine nucleotide exchange factor B 	49	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SCRN1	ENST00000242059.5	secernin 1 	29	3	0	2	1	3	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
AGGF1	ENST00000312916.7	angiogenic factor with G patch and FHA domains 1 	890	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ZFP36L1	ENST00000555997.1	ZFP36 ring finger protein-like 1 	231	2	0	0	2	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FSBP	ENST00000481490.2	fibrinogen silencer binding protein 	36	2	0	1	1	1	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
CERS6	ENST00000305747.6	ceramide synthase 6 	1932	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
CCDC68	ENST00000591504.1	coiled-coil domain containing 68 	72	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
C8orf47	ENST00000318528.3	chromosome 8 open reading frame 47 	63	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.17	N/A
OARD1	ENST00000373154.2	O-acyl-ADP-ribose deacylase 1 	90	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.30	N/A
P2RY1	ENST00000305097.3	purinergic receptor P2Y, G-protein coupled, 1 	58	2	0	2	0	0	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
ANKS1A	ENST00000360359.3	ankyrin repeat and sterile alpha motif domain containing 1A 	220	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
FAM156A	ENST00000356333.4	family with sequence similarity 156, member A 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
KCNK6	ENST00000263372.3	potassium channel, subfamily K, member 6 	137	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
LRRN1	ENST00000319331.3	leucine rich repeat neuronal 1 	79	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ARL5C	ENST00000269586.7	ADP-ribosylation factor-like 5C 	2	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
C16orf70	ENST00000219139.3	chromosome 16 open reading frame 70 	485	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PHF2	ENST00000375376.4	PHD finger protein 2 	151	2	0	0	2	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
FAM156B	ENST00000430150.2	family with sequence similarity 156, member B 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ARHGEF2	ENST00000368315.4	Rho/Rac guanine nucleotide exchange factor (GEF) 2 	313	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TMEM150C	ENST00000515780.2	transmembrane protein 150C 	8	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ST8SIA5	ENST00000315087.7	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 	7	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ANKLE1	ENST00000394458.3	ankyrin repeat and LEM domain containing 1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
LIFR	ENST00000263409.4	leukemia inhibitory factor receptor alpha 	44	4	1	0	3	1	hsa-miR-103a-2-5p				-0.10	-0.11	N/A
RALGAPB	ENST00000397038.1	Ral GTPase activating protein, beta subunit (non-catalytic) 	1120	3	0	3	0	0	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
ERGIC1	ENST00000393784.3	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 	4614	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
MRPS10	ENST00000053468.3	mitochondrial ribosomal protein S10 	63	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.20	N/A
LGI2	ENST00000382114.4	leucine-rich repeat LGI family, member 2 	32	3	3	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.40	N/A
BTG2	ENST00000290551.4	BTG family, member 2 	758	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PLEKHB1	ENST00000354190.5	pleckstrin homology domain containing, family B (evectins) member 1 	529	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
ZBTB39	ENST00000300101.2	zinc finger and BTB domain containing 39 	7	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
BCL3	ENST00000164227.5	B-cell CLL/lymphoma 3 	2099	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TMEM213	ENST00000442682.2	transmembrane protein 213 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PGAM1	ENST00000334828.5	phosphoglycerate mutase 1 (brain) 	927	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
CES4A	ENST00000540947.2	carboxylesterase 4A 	30	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
DSC3	ENST00000434452.1	desmocollin 3 	390	2	0	0	2	2	hsa-miR-103a-2-5p				-0.10	-0.15	N/A
CNRIP1	ENST00000409862.1	cannabinoid receptor interacting protein 1 	29	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
F13A1	ENST00000264870.3	coagulation factor XIII, A1 polypeptide 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SLC15A5	ENST00000344941.3	solute carrier family 15, member 5 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PTPN2	ENST00000309660.5	protein tyrosine phosphatase, non-receptor type 2 	60	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.35	N/A
FAM122B	ENST00000370790.1	family with sequence similarity 122B 	334	2	0	2	0	1	hsa-miR-103a-2-5p				-0.10	-0.23	N/A
CPSF7	ENST00000340437.4	cleavage and polyadenylation specific factor 7, 59kDa 	1283	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
IL17RD	ENST00000296318.7	interleukin 17 receptor D 	108	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
PAPSS2	ENST00000361175.4	3'-phosphoadenosine 5'-phosphosulfate synthase 2 	874	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.14	N/A
HS3ST1	ENST00000002596.5	heparan sulfate (glucosamine) 3-O-sulfotransferase 1 	9	3	0	1	2	1	hsa-miR-103a-2-5p				-0.10	-0.16	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	2	0	1	1	2	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
TRH	ENST00000302649.3	thyrotropin-releasing hormone 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
GBP4	ENST00000355754.6	guanylate binding protein 4 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
DCLK3	ENST00000416516.2	doublecortin-like kinase 3 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
F11	ENST00000264692.4	coagulation factor XI 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
BPIFB4	ENST00000375483.3	BPI fold containing family B, member 4 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
DYNC1LI2	ENST00000258198.2	dynein, cytoplasmic 1, light intermediate chain 2 	137	2	0	1	1	0	hsa-miR-103a-2-5p				-0.10	-0.12	N/A
PRDM5	ENST00000515109.1	PR domain containing 5 	22	1	1	0	0	0	hsa-miR-103a-2-5p				-0.10	-0.13	N/A
SNRPG	ENST00000454893.1	small nuclear ribonucleoprotein polypeptide G 	163	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.36	N/A
PTGFRN	ENST00000393203.2	prostaglandin F2 receptor inhibitor 	591	2	0	1	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SLC44A1	ENST00000374720.3	solute carrier family 44 (choline transporter), member 1 	407	1	0	1	0	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
NLRP9	ENST00000332836.2	NLR family, pyrin domain containing 9 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
SNURF	ENST00000338094.6	SNRPN upstream reading frame protein  	114	1	0	0	1	0	hsa-miR-103a-2-5p				-0.10	-0.10	N/A
